Date,High,Low,Open,Close,Volume,Adj Close,PPG-15ma,PPG-50ma,PPG-100ma,PPG-200ma
2000-01-31,28.46875,27.40625,28.375,27.53125,1116800.0,16.52483367919922,17.89409001668294,18.000066089630128,18.000066089630128,18.000066089630128
2000-02-01,28.125,27.5625,27.65625,28.03125,1180200.0,16.82494354248047,17.772795232137046,17.944107873099192,17.944107873099192,17.944107873099192
2000-02-02,27.90625,27.3125,27.875,27.53125,541000.0,16.52483367919922,17.636494954427082,17.8795954097401,17.8795954097401,17.8795954097401
2000-02-03,27.625,27.0625,27.53125,27.375,627200.0,16.43105125427246,17.475185902913413,17.816615229067594,17.816615229067594,17.816615229067594
2000-02-04,27.53125,26.9375,27.53125,27.03125,800800.0,16.224721908569336,17.268859481811525,17.7502863407135,17.7502863407135,17.7502863407135
2000-02-07,27.0625,26.0,27.0625,26.15625,1327400.0,15.699531555175781,17.05503069559733,17.66825614929199,17.66825614929199,17.66825614929199
2000-02-08,26.375,25.8125,26.25,25.9375,837000.0,15.56823444366455,16.862459246317545,17.587486083690937,17.587486083690937,17.587486083690937
2000-02-09,25.9375,25.5,25.75,25.5,1183200.0,15.305634498596191,16.676140594482423,17.50297306202076,17.50297306202076,17.50297306202076
2000-02-10,25.8125,25.0625,25.75,25.25,1010600.0,15.155582427978516,16.52858657836914,17.419137682233536,17.419137682233536,17.419137682233536
2000-02-11,25.4375,24.09375,25.375,24.3125,1401800.0,14.592874526977539,16.32851282755534,17.321680332052296,17.321680332052296,17.321680332052296
2000-02-14,25.3125,24.15625,24.5625,25.3125,1587600.0,15.193097114562988,16.18095874786377,17.250727558135985,17.250727558135985,17.250727558135985
2000-02-15,26.40625,25.1875,25.3125,26.25,1394200.0,15.755805969238281,16.099679247538248,17.20250428107477,17.20250428107477,17.20250428107477
2000-02-16,26.75,26.09375,26.75,26.40625,1086800.0,15.849591255187988,16.007145563761394,17.160225749015808,17.160225749015808,17.160225749015808
2000-02-17,26.75,25.875,26.5,26.25,1191800.0,15.87604808807373,15.90262025197347,17.121311274441805,17.121311274441805,17.121311274441805
2000-02-18,26.15625,25.3125,26.15625,25.53125,927400.0,15.441338539123535,15.79787483215332,17.071900311638327,17.071900311638327,17.071900311638327
2000-02-22,26.78125,25.53125,25.53125,26.3125,718800.0,15.913853645324707,15.75714282989502,17.03881326402937,17.03881326402937,17.03881326402937
2000-02-23,26.90625,25.8125,26.03125,26.6875,1178600.0,16.14065170288086,15.711523373921713,17.013864331775242,17.013864331775242,17.013864331775242
2000-02-24,26.5625,24.84375,26.5625,25.125,1323200.0,15.195650100708008,15.622911135355631,16.964723406611263,16.964723406611263,16.964723406611263
2000-02-25,25.15625,24.28125,25.15625,24.53125,1389600.0,14.836544036865234,15.51661065419515,16.90871868635479,16.90871868635479,16.90871868635479
2000-02-28,25.125,24.3125,24.65625,24.53125,1565800.0,14.836544036865234,15.42406546274821,16.855586003034542,16.855586003034542,16.855586003034542
2000-02-29,24.6875,24.09375,24.5,24.6875,1388600.0,14.931044578552246,15.372832997639973,16.807472467422485,16.807472467422485,16.807472467422485
2000-03-01,24.5625,23.78125,24.5625,24.15625,812600.0,14.60973834991455,15.30893325805664,16.753869196263754,16.753869196263754,16.753869196263754
2000-03-02,24.09375,23.3125,23.875,23.5625,576000.0,14.250643730163574,15.238600540161134,16.694268589928036,16.694268589928036,16.694268589928036
2000-03-03,25.3125,23.5,23.59375,24.53125,1930400.0,14.836544036865234,15.217331314086914,16.65106569334518,16.65106569334518,16.65106569334518
2000-03-06,24.25,23.40625,24.125,24.0,987600.0,14.515243530273438,15.21215591430664,16.602524280548096,16.602524280548096,16.602524280548096
2000-03-07,23.8125,23.0,23.625,23.25,914200.0,14.061641693115234,15.13672555287679,16.546060223049587,16.546060223049587,16.546060223049587
2000-03-08,23.34375,22.8125,23.0,23.03125,1162800.0,13.929344177246094,15.014961433410644,16.489175091619078,16.489175091619078,16.489175091619078
2000-03-09,22.9375,22.1875,22.8125,22.78125,969600.0,13.778138160705566,14.87686456044515,16.43149345479113,16.43149345479113,16.43149345479113
2000-03-10,23.59375,22.5625,22.8125,23.34375,779400.0,14.118346214294434,14.75968443552653,16.38330288728078,16.38330288728078,16.38330288728078
2000-03-13,23.34375,22.5625,23.0,22.96875,736200.0,13.8915433883667,14.656364758809408,16.332450652609065,16.332450652609065,16.332450652609065
2000-03-14,23.46875,22.78125,23.0625,23.0,689800.0,13.910440444946289,14.52280387878418,16.28401044845581,16.28401044845581,16.28401044845581
2000-03-15,25.1875,22.625,22.75,25.09375,1429000.0,15.17674732208252,14.458543586730958,16.227412872314453,16.262299406762217,16.262299406762217
2000-03-16,26.40625,24.9375,24.96875,26.40625,1427000.0,15.970552444458008,14.510203742980957,16.199070854187013,16.256688888256367,16.256688888256367
2000-03-17,25.78125,24.8125,25.625,25.03125,1252000.0,15.138949394226074,14.530364100138346,16.140966968536375,16.2355994638407,16.2355994638407
2000-03-20,26.0,25.125,25.125,25.53125,765000.0,15.441338539123535,14.570683733622234,16.071654472351074,16.22089092819779,16.22089092819779
2000-03-21,26.4375,25.3125,25.5,26.09375,990800.0,15.781550407409668,14.627384122212728,16.002393779754637,16.212902918728915,16.212902918728915
2000-03-22,25.96875,24.75,25.96875,24.90625,858000.0,15.063343048095703,14.657624435424804,15.930773334503174,16.19237506389618,16.19237506389618
2000-03-23,25.40625,24.34375,24.5,25.1875,1004600.0,15.233444213867188,14.723144467671712,15.864055461883545,16.175551715650055,16.175551715650055
2000-03-24,25.5,25.03125,25.3125,25.28125,944600.0,15.290148735046387,14.753384780883788,15.792844696044922,16.160286147018958,16.160286147018958
2000-03-27,25.21875,24.625,25.125,24.75,548400.0,14.968850135803223,14.783625221252441,15.705829334259032,16.140092316320388,16.140092316320388
2000-03-28,25.59375,24.5,24.5,24.875,917000.0,15.044448852539062,14.849145698547364,15.628579044342041,16.121831591924032,16.121831591924032
2000-03-29,25.59375,24.25,24.25,25.4375,787400.0,15.384652137756348,14.946166229248046,15.567135963439942,16.109746682839315,16.109746682839315
2000-03-30,26.96875,25.4375,25.46875,26.5625,1067000.0,16.065040588378906,15.098626391092937,15.526428489685058,16.10902561679963,16.10902561679963
2000-03-31,26.6875,25.78125,26.6875,26.15625,1456800.0,15.819347381591797,15.212026468912761,15.49543758392334,16.104427549574112,16.104427549574112
2000-04-03,26.53125,25.6875,25.6875,26.5,1082800.0,16.02725601196289,15.35440731048584,15.464103088378906,16.103221744298935,16.103221744298935
2000-04-04,27.8125,26.5,26.875,26.90625,1803200.0,16.2729434967041,15.511907513936361,15.441433792114259,16.105832848182093,16.105832848182093
2000-04-05,27.4375,26.125,27.03125,26.34375,922400.0,15.932743072509766,15.562307230631511,15.42058868408203,16.103210275823418,16.103210275823418
2000-04-06,26.875,26.1875,26.5625,26.40625,948000.0,15.970552444458008,15.562307230631511,15.395247802734374,16.1012303081911,16.1012303081911
2000-04-07,26.6875,26.0,26.28125,26.03125,683600.0,15.743746757507324,15.602627054850261,15.36124418258667,16.095973197151633,16.095973197151633
2000-04-10,26.375,25.5,25.5625,25.96875,1366400.0,15.70595645904541,15.620268249511719,15.335112915039062,16.09032078065734,16.09032078065734
2000-04-11,27.71875,26.0625,26.0625,27.03125,1175800.0,16.348556518554688,15.658068656921387,15.331587371826172,16.094009862627303,16.094009862627303
2000-04-12,28.75,27.1875,27.1875,28.5625,1853600.0,17.274654388427734,15.805489412943523,15.340581588745117,16.110638658765335,16.110638658765335
2000-04-13,29.0625,27.96875,29.0625,28.03125,1487800.0,16.95335578918457,15.920150184631348,15.349152030944824,16.122343063354492,16.122343063354492
2000-04-14,28.125,26.5,28.125,26.59375,1096200.0,16.083951950073242,15.973070398966472,15.34221004486084,16.121817157693105,16.121817157693105
2000-04-17,26.96875,26.15625,26.3125,26.625,907400.0,16.10285186767578,16.048670514424643,15.339772644042968,16.12156086999017,16.12156086999017
2000-04-18,26.71875,25.4375,26.4375,25.59375,994000.0,15.479148864746094,16.077650515238442,15.335364990234375,16.112995376586912,16.112995376586912
2000-04-19,25.8125,25.25,25.8125,25.3125,894800.0,15.309045791625977,16.072610092163085,15.330181217193603,16.10241709257427,16.10241709257427
2000-04-20,26.9375,25.6875,25.6875,26.5,1251200.0,16.02725601196289,16.07009112040202,15.344613647460937,16.10144097464425,16.10144097464425
2000-04-24,27.8125,26.46875,26.46875,27.15625,1290600.0,16.424150466918945,16.110411326090496,15.369985008239746,16.105578275827263,16.105578275827263
2000-04-25,28.09375,26.78125,26.875,27.96875,1272000.0,16.915552139282227,16.169631067911784,15.41643856048584,16.11583110954188,16.11583110954188
2000-04-26,27.96875,26.90625,27.96875,27.1875,1001000.0,16.443052291870117,16.180971654256187,15.441437664031982,16.119921374320985,16.119921374320985
2000-04-27,27.40625,26.625,27.3125,26.875,952200.0,16.254043579101562,16.20239168802897,15.451402416229248,16.121577204009633,16.121577204009633
2000-04-28,27.8125,26.6875,26.6875,27.1875,682200.0,16.443052291870117,16.233891677856445,15.46327163696289,16.12549763191037,16.12549763191037
2000-05-01,27.375,26.75,26.875,27.25,590000.0,16.48084831237793,16.283031781514484,15.475367641448974,16.12977896540998,16.12977896540998
2000-05-02,27.625,27.03125,27.125,27.1875,1210400.0,16.443052291870117,16.3321715037028,15.495401916503907,16.1335084097726,16.1335084097726
2000-05-03,26.84375,26.3125,26.6875,26.3125,1071000.0,15.913853645324707,16.303191312154134,15.495401916503907,16.130924236073213,16.130924236073213
2000-05-04,27.125,26.34375,26.375,26.6875,670600.0,16.14065170288086,16.227591133117677,15.495401916503907,16.13103734615237,16.13103734615237
2000-05-05,27.84375,26.46875,26.53125,27.5625,922400.0,16.669849395751953,16.208690706888834,15.524885902404785,16.137230588101794,16.137230588101794
2000-05-08,27.90625,27.1875,27.21875,27.4375,740000.0,16.715539932250977,16.25079657236735,15.5624658203125,16.143802285194397,16.143802285194397
2000-05-09,28.1875,27.375,27.4375,27.75,1150800.0,16.90592384338379,16.304334704081217,15.60385341644287,16.152365448769558,16.152365448769558
2000-05-10,28.3125,27.21875,27.75,27.28125,704000.0,16.620346069335938,16.380414517720542,15.637639446258545,16.15756523344252,16.15756523344252
2000-05-11,28.21875,27.46875,27.5,27.90625,440400.0,17.00111198425293,16.49321893056234,15.685466918945313,16.166834977956917,16.166834977956917
2000-05-12,27.9375,27.15625,27.90625,27.5625,630800.0,16.791696548461914,16.544181632995606,15.73628797531128,16.173626951549362,16.173626951549362
2000-05-15,28.625,27.4375,27.4375,28.40625,676800.0,17.30573081970215,16.602953656514487,15.785671710968018,16.185800111421976,16.185800111421976
2000-05-16,28.40625,27.65625,28.40625,28.3125,808800.0,17.24860954284668,16.625157483418782,15.840339031219482,16.197106594735004,16.197106594735004
2000-05-17,28.1875,27.625,28.1875,27.71875,402600.0,16.886882781982422,16.654746182759602,15.896843852996826,16.20436739670603,16.20436739670603
2000-05-18,27.96875,27.4375,27.625,27.71875,681200.0,16.886882781982422,16.69693546295166,15.955994625091552,16.211476931969326,16.211476931969326
2000-05-19,27.625,27.125,27.125,27.59375,556200.0,16.81073760986328,16.72144781748454,16.016646614074705,16.21765487710225,16.21765487710225
2000-05-22,28.0625,27.375,27.5,27.59375,491400.0,16.81073760986328,16.743440437316895,16.070494441986085,16.223706741722264,16.223706741722264
2000-05-23,27.71875,26.8125,27.71875,27.25,942000.0,16.6013126373291,16.75399112701416,16.124689826965334,16.22752094268799,16.22752094268799
2000-05-24,27.875,27.25,27.25,27.5,1003800.0,16.753610610961914,16.809974924723306,16.181553230285644,16.232781839370727,16.232781839370727
2000-05-25,26.78125,25.125,26.75,25.6875,1882200.0,15.649401664733887,16.777224922180174,16.191006317138672,16.209209594726563,16.22700579803769
2000-05-26,25.875,25.15625,25.6875,25.53125,650200.0,15.554215431213379,16.70284932454427,16.18267957687378,16.190875215530397,16.220409814049216
2000-05-30,26.0,25.28125,25.65625,25.9375,657400.0,15.801711082458496,16.641927401224773,16.195934810638427,16.1684508895874,16.21634477782018
2000-05-31,25.5,24.78125,25.25,24.78125,1114200.0,15.09729290008545,16.521352005004882,16.189053897857665,16.13035418510437,16.20558466361119
2000-06-01,24.9375,24.0,24.8125,24.9375,1843200.0,15.192485809326172,16.426161321004233,16.177272605895997,16.089833192825317,16.19593610309419
2000-06-02,25.25,24.5625,24.75,25.0,1545800.0,15.23056411743164,16.308124796549478,16.180617027282715,16.055695180892943,16.186828820210582
2000-06-05,25.15625,24.3125,25.0,24.5,809800.0,14.925956726074219,16.183742141723634,16.174467277526855,16.0192613697052,16.175044968863514
2000-06-06,24.53125,24.0625,24.5,24.1875,889600.0,14.735565185546875,16.01239776611328,16.163375606536864,15.978110151290894,16.161716452351325
2000-06-07,24.4375,23.96875,24.375,24.09375,907400.0,14.678459167480469,15.841054407755534,16.15756778717041,15.931698560714722,16.148108587352507
2000-06-08,24.25,23.875,24.03125,23.9375,895800.0,14.58326530456543,15.687479909261068,16.148344116210936,15.88846158027649,16.13388273932717
2000-06-09,24.0,23.8125,23.96875,23.96875,881000.0,14.602302551269531,15.535174560546874,16.1326971244812,15.849916543960571,16.12008471961494
2000-06-12,24.46875,23.96875,24.0,24.3125,1074000.0,14.811720848083496,15.401906776428223,16.107630729675293,15.817029609680176,16.10840289933341
2000-06-13,24.53125,23.5,24.4375,23.71875,1081400.0,14.44999885559082,15.244524192810058,16.080243759155273,15.787840671539307,16.093726757353387
2000-06-14,24.21875,23.5,23.5,24.0625,1043000.0,14.659415245056152,15.115064366658528,16.05288694381714,15.758495016098022,16.081145077420953
2000-06-15,24.03125,23.25,24.0,23.5,771200.0,14.316730499267578,14.952605692545573,16.013762683868407,15.727598237991334,16.06580234195875
2000-06-16,23.46875,23.0625,23.15625,23.296875,1013800.0,14.19297981262207,14.855510902404784,15.978967418670655,15.699778051376343,16.049657320154125
2000-06-19,23.3125,22.125,23.1875,22.28125,1446600.0,13.574235916137695,14.723512268066406,15.931041088104248,15.663144445419311,16.02849987225655
2000-06-20,22.40625,21.25,22.25,21.75,1776000.0,13.250590324401855,14.55343755086263,15.88117795944214,15.621211071014404,16.004958265918795
2000-06-21,22.0625,20.875,22.0,21.0625,2302400.0,12.831748008728027,14.402401224772136,15.82369379043579,15.579403352737426,15.97829263350543
2000-06-22,21.78125,20.78125,21.0625,21.5,1685000.0,13.098280906677246,14.26278756459554,15.758688278198242,15.545137825012207,15.95429253578186
2000-06-23,21.65625,21.1875,21.5,21.53125,1432200.0,13.117321968078613,14.121904754638672,15.67554162979126,15.50806160926819,15.930846498032247
2000-06-26,21.65625,21.25,21.65625,21.5,1450600.0,13.098280906677246,14.000059700012207,15.598440132141114,15.473796081542968,15.907628747283436
2000-06-27,22.5,21.3125,21.5,22.34375,2625600.0,13.612314224243164,13.925176302591959,15.549007377624513,15.445608711242675,15.888967653600181
2000-06-28,23.09375,21.75,22.34375,22.6484375,2788800.0,13.797935485839844,13.866474723815918,15.502909049987792,15.421340847015381,15.872104490956952
2000-06-29,23.03125,22.09375,22.625,22.5,1472200.0,13.70750617980957,13.808090782165527,15.467476196289063,15.401420593261719,15.854787704467773
2000-06-30,22.59375,21.96875,22.53125,22.15625,1748200.0,13.498089790344238,13.734476598103841,15.431257076263428,15.380719146728516,15.83608375276838
2000-07-03,23.0,22.25,22.28125,22.96875,720600.0,13.993080139160156,13.679900550842286,15.390573558807374,15.367593603134155,15.82157191329115
2000-07-05,22.96875,22.1875,22.625,22.4375,1370800.0,13.669434547424316,13.627862930297852,15.335479240417481,15.352732124328613,15.804758340120316
2000-07-06,22.375,21.90625,22.375,21.96875,1458400.0,13.383856773376465,13.542825698852539,15.264845333099366,15.340641946792603,15.785991661308348
2000-07-07,22.34375,21.75,22.09375,22.09375,2083000.0,13.46001148223877,13.485711097717285,15.205184516906739,15.32331109046936,15.768099506084736
2000-07-10,22.25,21.65625,21.75,21.8125,1407800.0,13.288668632507324,13.425423685709635,15.145877017974854,15.29863971710205,15.74917255285132
2000-07-11,22.75,21.78125,21.78125,22.75,1001400.0,13.859814643859863,13.44446226755778,15.094212265014649,15.278741950988769,15.734859235358961
2000-07-12,22.9375,22.25,22.65625,22.40625,940800.0,13.650394439697266,13.471115875244141,15.037603187561036,15.256485414505004,15.719186567722407
2000-07-13,23.25,22.375,22.375,22.96875,973200.0,13.993080139160156,13.54853801727295,14.988603744506836,15.24200283050537,15.706305176464479
2000-07-14,23.15625,22.34375,23.03125,22.65625,883000.0,13.802693367004395,13.595498847961426,14.94638053894043,15.220891227722168,15.692204348246257
2000-07-17,22.59375,21.875,22.5625,21.96875,1349000.0,13.383856773376465,13.613267834981283,14.891244640350342,15.193323278427124,15.675231204313391
2000-07-18,22.0625,21.71875,21.9375,21.8125,1016200.0,13.288668632507324,13.625960350036621,14.82362102508545,15.174253463745117,15.657811039555682
2000-07-19,22.0,21.25,21.6875,21.34375,887800.0,13.003096580505371,13.585345840454101,14.749372158050537,15.155918989181519,15.638573978258217
2000-07-20,21.4375,20.78125,20.9375,21.0625,1373400.0,12.831748008728027,13.52093334197998,14.667888641357422,15.135871028900146,15.618380985671667
2000-07-21,21.53125,21.09375,21.1875,21.40625,1539000.0,13.041167259216309,13.476510747273762,14.596305065155029,15.116972255706788,15.599972316196986
2000-07-24,21.4375,21.0,21.40625,21.21875,1128000.0,12.926942825317383,13.438434282938639,14.514821681976319,15.100144300460816,15.5810146602333
2000-07-25,21.5,20.875,21.25,21.265625,1421800.0,12.955498695373535,13.369262186686198,14.43809772491455,15.087192850112915,15.562525111184993
2000-07-26,21.25,20.71875,21.15625,20.71875,1173400.0,12.622326850891113,13.299455006917318,14.34442964553833,15.065050678253174,15.54196428418993
2000-07-27,21.1875,20.625,20.75,20.65625,1279200.0,12.584249496459961,13.246147855122883,14.251142444610595,15.04574073791504,15.521424598164028
2000-07-28,20.71875,20.3125,20.6875,20.34375,1106600.0,12.39387321472168,13.175071970621746,14.16128225326538,15.029063053131104,15.499855278278218
2000-07-31,20.625,20.3125,20.46875,20.34375,1831400.0,12.39387321472168,13.115418942769368,14.071422061920167,15.01370834350586,15.478581428527832
2000-08-01,20.5,20.125,20.46875,20.375,1623800.0,12.4129056930542,13.018958346048992,13.983465423583985,15.000056018829346,15.45772649155182
2000-08-02,20.625,20.21875,20.34375,20.5,1364400.0,12.489059448242188,12.941536013285319,13.897031860351563,14.983763151168823,15.437667930448377
2000-08-03,20.90625,20.25,20.5,20.375,1317400.0,12.4129056930542,12.836191050211589,13.813263721466065,14.968976774215697,15.417367512747745
2000-08-04,20.4375,20.03125,20.375,20.21875,1115800.0,12.317719459533691,12.737192789713541,13.7245458984375,14.953049564361573,15.396703192392986
2000-08-07,21.40625,20.0625,20.09375,21.09375,1588600.0,12.850793838500977,12.701655260721843,13.668573741912843,14.929790029525757,15.379842865546019
2000-08-08,21.125,20.78125,21.0,21.078125,938600.0,12.964187622070312,12.680023193359375,13.616773185729981,14.89972638130188,15.363950396838941
2000-08-09,21.5625,20.96875,21.0,21.34375,1616400.0,13.127565383911133,12.688321113586426,13.563290271759033,14.87961254119873,15.349333501329609
2000-08-10,21.15625,20.5625,21.0625,20.65625,1154000.0,12.70470905303955,12.679851849873861,13.515438594818114,14.852246246337891,15.332160615301751
2000-08-11,21.34375,20.625,20.65625,21.28125,921600.0,13.08912467956543,12.68304901123047,13.4733713722229,14.825321989059448,15.317689415716355
2000-08-14,21.28125,20.71875,21.1875,21.21875,625600.0,13.05068302154541,12.691298357645671,13.429773750305175,14.805195388793946,15.30315732344603
2000-08-15,21.75,21.03125,21.15625,21.59375,918800.0,13.28132438659668,12.71302007039388,13.396881103515625,14.78567419052124,15.29027940665081
2000-08-16,22.03125,21.53125,21.625,21.71875,951000.0,13.358208656311035,12.762078857421875,13.369333972930908,14.766354789733887,15.278051110762584
2000-08-17,22.1875,21.375,21.84375,21.46875,1302400.0,13.204442977905273,12.80342508951823,13.339853649139405,14.748710718154907,15.265009550178576
2000-08-18,21.59375,21.25,21.25,21.53125,703400.0,13.242883682250977,12.860025787353516,13.313046016693114,14.730695066452027,15.252371263504028
2000-08-21,21.5,21.25,21.40625,21.25,1013400.0,13.069896697998047,12.90509401957194,13.282397899627686,14.707547512054443,15.238815520861134
2000-08-22,21.4375,21.15625,21.15625,21.40625,765200.0,13.166001319885254,12.95530039469401,13.24948350906372,14.678557119369508,15.226020371472394
2000-08-23,21.375,21.0625,21.25,21.125,801800.0,12.993014335632324,12.988897387186686,13.220343818664551,14.650293788909913,15.212320947939633
2000-08-24,21.25,20.875,20.875,21.09375,814200.0,12.97380542755127,13.026290702819825,13.186631622314453,14.619759283065797,15.198671463059217
2000-08-25,21.5625,20.90625,20.96875,21.375,418600.0,13.1467866897583,13.081561851501466,13.163232746124267,14.588497714996338,15.186235797766484
2000-08-28,21.6875,21.3125,21.6875,21.4375,618800.0,13.185226440429688,13.103857358296713,13.14307767868042,14.561022548675536,15.174181524529514
2000-08-29,21.28125,20.9375,21.28125,21.0,846400.0,12.916136741638184,13.100653966267904,13.12991569519043,14.530478391647339,15.160660298284656
2000-08-30,21.0,20.5,20.96875,20.625,747000.0,12.685491561889648,13.071182378133138,13.118613719940186,14.499895839691161,15.14592715104421
2000-08-31,20.9375,20.25,20.625,20.2578125,1059600.0,12.459646224975586,13.054844856262207,13.111171684265138,14.467432737350464,15.13003199763552
2000-09-01,20.375,20.15625,20.375,20.234375,1531400.0,12.44523811340332,13.011919085184733,13.098110828399658,14.42839955329895,15.114239092434154
2000-09-05,20.5,20.125,20.25,20.40625,1617400.0,12.55095100402832,12.978603617350261,13.086783409118652,14.381162519454955,15.099249103613067
2000-09-06,21.1875,20.40625,20.46875,20.84375,1103600.0,12.820029258728027,12.947850608825684,13.081218376159669,14.339829254150391,15.085997825445132
2000-09-07,20.4375,20.03125,20.4375,20.25,1777400.0,12.454850196838379,12.887626711527506,13.058069095611572,14.303538236618042,15.070788879615034
2000-09-08,20.375,19.75,20.25,19.8125,1135600.0,12.185758590698242,12.819714419047038,13.02582555770874,14.264367303848267,15.054208245770685
2000-09-11,20.21875,19.6875,19.6875,19.90625,1073600.0,12.243414878845215,12.753083165486654,12.996543731689453,14.232009963989258,15.038146569388253
2000-09-12,20.125,19.84375,19.84375,20.0,1052600.0,12.301082611083984,12.701828893025716,12.972603588104247,14.201930332183839,15.022595069625162
2000-09-13,20.375,19.0,20.0,19.875,1886000.0,12.224189758300781,12.639041455586751,12.937225780487061,14.163899669647217,15.006784870126154
2000-09-14,19.96875,19.53125,19.875,19.5625,1224000.0,12.031998634338379,12.574973742167154,12.904477062225341,14.119978151321412,14.990072587902626
2000-09-15,19.59375,19.0625,19.59375,19.0625,1167200.0,11.724467277526855,12.491684532165527,12.87128927230835,14.068067302703858,14.971828982816728
2000-09-18,19.09375,18.4375,19.0625,18.8125,1410800.0,11.570711135864258,12.386612828572591,12.833503265380859,14.019343891143798,14.952933883666992
2000-09-19,18.78125,18.21875,18.78125,18.46875,1338200.0,11.359281539916992,12.264883168538411,12.794915523529053,13.970396270751953,14.933079450828595
2000-09-20,18.5,18.0,18.4375,18.15625,1490200.0,11.167080879211426,12.148279444376628,12.741060848236083,13.917636556625366,14.912387150984545
2000-09-21,18.6875,18.1875,18.25,18.375,1179800.0,11.301618576049805,12.056021245320638,12.694085330963135,13.865844259262085,14.892656175165229
2000-09-22,19.0,18.34375,18.4375,18.5625,866200.0,11.41694164276123,11.986507606506347,12.642562561035156,13.815583152770996,14.873766422271729
2000-09-25,18.75,18.28125,18.75,18.28125,665000.0,11.24395751953125,11.906422233581543,12.591387844085693,13.768884191513061,14.854145833608266
2000-09-26,18.4375,18.0625,18.25,18.0625,1256600.0,11.109415054321289,11.810319836934408,12.54589900970459,13.718571825027466,14.834012872429303
2000-09-27,18.90625,18.0625,18.0625,18.84375,1470000.0,11.58992862701416,11.728313128153482,12.511924209594726,13.667772617340088,14.816664828336176
2000-09-28,19.4375,18.5625,18.84375,19.375,1139400.0,11.916674613952637,11.6924347559611,12.490195770263671,13.619783964157104,14.801239348472432
2000-09-29,20.25,19.1875,19.25,19.84375,1356400.0,12.204977989196777,11.693716049194336,12.477660369873046,13.572774505615234,14.787502515883673
2000-10-02,19.84375,19.40625,19.75,19.71875,1028600.0,12.128100395202637,11.686028416951498,12.459399032592774,13.527852048873902,14.77350566261693
2000-10-03,20.625,19.46875,19.65625,20.09375,1301800.0,12.35874080657959,11.689872296651204,12.448034992218018,13.481428337097167,14.760862914679562
2000-10-04,21.0625,19.78125,19.78125,20.5625,1758800.0,12.647051811218262,11.718063100179036,12.441866054534913,13.43998188972473,14.749853481849035
2000-10-05,20.875,20.125,20.875,20.25,845600.0,12.454850196838379,11.746253204345702,12.438516521453858,13.391473083496093,14.73796227311841
2000-10-06,21.03125,20.125,20.125,20.21875,739800.0,12.435626983642578,11.793663851420085,12.43554407119751,13.343343257904053,14.726094565440699
