Date,High,Low,Open,Close,Volume,Adj Close,GILD-15ma,GILD-50ma,GILD-100ma,GILD-200ma
2000-04-05,2.03125,1.79296875,1.8515625,1.9453125,35942400.0,1.7200363874435425,1.766778786977132,1.7788299918174744,1.7671019561362988,1.7671019561362988
2000-04-06,2.1015625,1.953125,2.052734375,2.06103515625,28924800.0,1.8223576545715332,1.7664621909459433,1.7854528212547303,1.7679266680532426,1.7679266680532426
2000-04-07,2.109375,1.96875,2.109375,1.978515625,24265600.0,1.7493942975997925,1.7656562725702922,1.7930168342590331,1.767654133193633,1.767654133193633
2000-04-10,2.0390625,1.921875,1.9921875,1.9375,15536000.0,1.7131284475326538,1.7740607420603434,1.8002181887626647,1.7668639058652131,1.7668639058652131
2000-04-11,1.966796875,1.8203125,1.9609375,1.953125,18240000.0,1.7269439697265625,1.7843072732289633,1.8088874483108521,1.7662936210632325,1.7662936210632325
2000-04-12,1.921875,1.75390625,1.91796875,1.818359375,20832000.0,1.6077848672866821,1.7734850804011026,1.8155189156532288,1.7640611034044078,1.7640611034044078
2000-04-13,1.94140625,1.7109375,1.837890625,1.90234375,24284800.0,1.682043433189392,1.7573669274648032,1.82377370595932,1.762921969095866,1.762921969095866
2000-04-14,1.90625,1.7109375,1.904296875,1.728515625,18460800.0,1.5283453464508057,1.7296207189559936,1.8294726157188415,1.7597085907034677,1.7597085907034677
2000-04-17,1.71875,1.578125,1.705078125,1.58984375,32432000.0,1.405732274055481,1.6947364568710328,1.8317521810531616,1.7549251269649815,1.7549251269649815
2000-04-18,1.734375,1.568359375,1.6015625,1.708984375,31932800.0,1.5110759735107422,1.6657238245010375,1.8319594168663025,1.7516738049189249,1.7516738049189249
2000-04-19,1.7578125,1.625,1.7578125,1.62548828125,14256000.0,1.437248945236206,1.638812263806661,1.8279270029067993,1.7475366357125734,1.7475366357125734
2000-04-20,1.68359375,1.521484375,1.68359375,1.6015625,20832000.0,1.4160940647125244,1.6245362043380738,1.825889208316803,1.7432321867385467,1.7432321867385467
2000-04-24,1.625,1.45703125,1.625,1.53515625,8732800.0,1.3573778867721558,1.5982866366704305,1.8224439549446105,1.7382853367389777,1.7382853367389777
2000-04-25,1.578125,1.49609375,1.564453125,1.498046875,17948800.0,1.324566125869751,1.5759514888127646,1.8180229806900023,1.7330483847026583,1.7330483847026583
2000-04-26,1.53125,1.3984375,1.529296875,1.4375,23382400.0,1.2710305452346802,1.5515440146128336,1.8102517247200012,1.7272731617093087,1.7272731617093087
2000-04-27,1.41796875,1.3515625,1.41796875,1.357421875,20278400.0,1.2002261877059937,1.516890001296997,1.7991647481918336,1.7207664089438357,1.7207664089438357
2000-04-28,1.69921875,1.390625,1.416015625,1.693359375,31238400.0,1.497260570526123,1.4952168623606363,1.7937421488761902,1.718040727987522,1.718040727987522
2000-05-01,1.76953125,1.5234375,1.689453125,1.7421875,24006400.0,1.5404338836669922,1.4812861680984497,1.783380491733551,1.7159008864896843,1.7159008864896843
2000-05-02,1.875,1.6328125,1.779296875,1.7890625,22195200.0,1.5818806886672974,1.472536317507426,1.7724316692352295,1.7143054079441797,1.7143054079441797
2000-05-03,1.796875,1.6640625,1.794921875,1.67578125,12617600.0,1.4817180633544922,1.4561879237492878,1.7606711864471436,1.7115690862431245,1.7115690862431245
2000-05-04,2.0234375,1.701171875,1.708984375,1.974609375,32393600.0,1.7459403276443481,1.4653982877731324,1.753728859424591,1.7119687518408133,1.7119687518408133
2000-05-05,2.21044921875,1.8359375,1.892578125,2.15625,41792000.0,1.9065463542938232,1.4803651491800944,1.7513111424446106,1.7142052760069397,1.7142052760069397
2000-05-08,2.140625,2.0078125,2.125,2.09765625,22076800.0,1.8547378778457642,1.5021246512730917,1.7484271454811096,1.7158022373914719,1.7158022373914719
2000-05-09,2.1484375,2.02734375,2.115234375,2.033203125,28553600.0,1.7977485656738281,1.5282590707143149,1.7451804900169372,1.7167229826530714,1.7167229826530714
2000-05-10,2.015625,1.86328125,2.01171875,1.9375,14000000.0,1.7131284475326538,1.5417292356491088,1.7371674728393556,1.7166830433739557,1.7166830433739557
2000-05-11,2.052734375,1.921875,1.953125,1.93896484375,7113600.0,1.7144235372543335,1.5602075417836507,1.7272634434700012,1.7166582136363773,1.7166582136363773
2000-05-12,1.9609375,1.900390625,1.935546875,1.943359375,11344000.0,1.7183091640472412,1.5803552150726319,1.718525116443634,1.716676158749539,1.716676158749539
2000-05-15,2.015625,1.84375,1.947265625,2.013671875,7756800.0,1.7804793119430542,1.6085619767506918,1.7099940156936646,1.7173622141602218,1.7173622141602218
2000-05-16,2.15625,2.01171875,2.01171875,2.12890625,15056000.0,1.8823691606521606,1.6457488457361857,1.7021191477775575,1.7191176072080085,1.7191176072080085
2000-05-17,2.125,2.017578125,2.123046875,2.05078125,22387200.0,1.8132914304733276,1.6818995714187621,1.6960057783126832,1.7201089106108014,1.7201089106108014
2000-05-18,2.0625,1.9609375,2.0625,1.96484375,16163200.0,1.737305760383606,1.7177048762639364,1.6898923993110657,1.7202880444626014,1.7202880444626014
2000-05-19,1.9765625,1.8359375,1.9765625,1.86865234375,10886400.0,1.6522537469863892,1.7280377546946208,1.683355917930603,1.7195866599525373,1.7195866599525373
2000-05-22,1.9140625,1.78515625,1.875,1.8671875,10668800.0,1.6509586572647095,1.7354060729344687,1.6767589926719666,1.7188863742108247,1.7188863742108247
2000-05-23,1.9140625,1.8359375,1.853515625,1.892578125,17440000.0,1.6734087467193604,1.7415079434712728,1.6727870202064514,1.7184270042361636,1.7184270042361636
2000-05-24,2.08154296875,1.83984375,1.87890625,2.029296875,19913600.0,1.7942947149276733,1.7623463869094849,1.6711636877059937,1.7191856813430786,1.7191856813430786
2000-05-25,2.107421875,1.921875,2.025390625,1.93359375,12307200.0,1.7096747159957886,1.7599286794662476,1.670023910999298,1.7207226634025574,1.719091513369343
2000-05-26,1.767578125,1.609375,1.76513671875,1.66015625,31942400.0,1.467902421951294,1.7306857506434123,1.6628398275375367,1.7205499696731568,1.7166288752181857
2000-05-30,1.75390625,1.54296875,1.6953125,1.75390625,29011200.0,1.5507956743240356,1.710422937075297,1.6586260795593262,1.7213270926475526,1.7150188441415435
2000-05-31,1.75390625,1.69921875,1.74609375,1.708984375,6003200.0,1.5110759735107422,1.6913114309310913,1.6571063709259033,1.7207053923606872,1.7130578550008626
2000-06-01,1.78515625,1.71875,1.75,1.76953125,5356800.0,1.5646113157272339,1.68141028881073,1.6569336771965026,1.7182185912132264,1.711644078436352
2000-06-02,1.955078125,1.77734375,1.810546875,1.94921875,9289600.0,1.7234902381896973,1.6820147355397543,1.656001126766205,1.7149546718597413,1.71175583466044
2000-06-05,1.93359375,1.822265625,1.9140625,1.875,8361600.0,1.657866358757019,1.6779852151870727,1.6506821393966675,1.7129082429409026,1.7112521946987258
2000-06-06,2.046875,1.87109375,1.89453125,1.94140625,10672000.0,1.716582179069519,1.6737254063288372,1.646123013496399,1.7116130328178405,1.711301546405863
2000-06-07,2.0703125,1.890625,1.96875,2.0625,13897600.0,1.823652744293213,1.6698109785715738,1.6440161442756653,1.7103696370124817,1.7123322913406092
2000-06-08,2.072265625,1.875,2.072265625,1.884765625,12883200.0,1.6665010452270508,1.6600249528884887,1.638420855998993,1.7080037260055543,1.7119156436486678
2000-06-09,2.13671875,1.916015625,1.91796875,2.078125,18563200.0,1.8374685049057007,1.6667024691899617,1.6383517789840698,1.707468376159668,1.7130467505068392
2000-06-12,2.09375,1.859375,2.08984375,1.859375,12643200.0,1.6440507173538208,1.6661556005477904,1.6386280941963196,1.7065358257293701,1.7124307144965445
2000-06-13,1.97265625,1.8125,1.845703125,1.970703125,12819200.0,1.7424863576889038,1.6722574472427367,1.6384553933143615,1.7066739797592163,1.7126966936398396
2000-06-14,2.046875,1.94921875,1.953125,1.958984375,4963200.0,1.732124924659729,1.676171859105428,1.6399060249328614,1.7067603266239166,1.7128671167189615
2000-06-15,2.0234375,1.8359375,1.92578125,2.01171875,14387200.0,1.7787522077560425,1.6751356919606526,1.6427382159233093,1.7092298531532288,1.7134400305540665
2000-06-16,2.16015625,1.96875,1.9873046875,2.0546875,20144000.0,1.8167449235916138,1.6822737058003743,1.6446723866462707,1.7117511892318726,1.714330589976804
2000-06-19,2.1953125,1.93359375,2.0625,2.1953125,11052800.0,1.9410852193832397,1.7138192256291707,1.6470469379425048,1.7162498795986176,1.7162686637324145
2000-06-20,2.390625,2.171875,2.189453125,2.341796875,25004800.0,2.070605516433716,1.7484732151031495,1.6534711623191833,1.7232439982891083,1.7192715184163239
2000-06-21,2.328125,2.07421875,2.15625,2.25390625,29312000.0,1.9928933382034302,1.7805943727493285,1.6590664601325988,1.7296423244476318,1.721570861439745
2000-06-22,2.26953125,1.984375,2.25390625,1.986328125,32425600.0,1.7563021183013916,1.7933737595876058,1.6596536231040955,1.7342705357074737,1.7218602885802587
2000-06-23,2.318359375,2.025390625,2.0703125,2.169921875,29561600.0,1.9186346530914307,1.8063833872477213,1.6658706188201904,1.7406947672367097,1.7234865229977063
2000-06-26,2.19921875,2.01171875,2.17578125,2.1328125,16083200.0,1.8858228921890259,1.8215804894765217,1.669946208000183,1.7468599569797516,1.7248171489746844
2000-06-27,2.140625,2.103515625,2.1328125,2.109375,14188800.0,1.8650996685028076,1.831481655438741,1.676681294441223,1.7530769550800323,1.725957657263531
2000-06-28,2.25390625,2.11328125,2.130859375,2.251953125,19318400.0,1.991166591644287,1.842649245262146,1.6883899807929992,1.7600710809230804,1.728096438992408
2000-06-29,2.2890625,2.08251953125,2.140625,2.20703125,32009600.0,1.9514468908309937,1.8616456349690755,1.6971973991394043,1.7645784080028535,1.7298832426071167
2000-06-30,2.23828125,2.06640625,2.2109375,2.22265625,51056000.0,1.9652622938156128,1.870165220896403,1.7077576661109923,1.7678423345088958,1.7317513303151206
2000-07-03,2.224609375,2.16015625,2.197265625,2.18359375,2057600.0,1.9307230710983276,1.8892767111460367,1.7180502462387084,1.7719697272777557,1.7333180369354608
2000-07-05,2.2685546875,2.1953125,2.21875,2.216796875,13731200.0,1.9600813388824463,1.9037830432256062,1.7301043152809144,1.7762741351127624,1.7350896252319217
2000-07-06,2.296875,2.21484375,2.220703125,2.28515625,15804800.0,2.020524501800537,1.9230096817016602,1.74402348279953,1.7810232317447663,1.737302298693694
2000-07-07,2.5546875,2.3125,2.3125,2.509765625,39459200.0,2.219122886657715,1.9523677269617716,1.7629853296279907,1.786618527173996,1.7410086109088017
2000-07-10,2.544921875,2.34375,2.5,2.48046875,17740800.0,2.193218946456909,1.9774659951527913,1.7828451848030091,1.7910049664974212,1.744460598203062
2000-07-11,2.62109375,2.474609375,2.501953125,2.59375,17724800.0,2.293381690979004,2.000952426592509,1.7987676072120666,1.7962548780441283,1.7486190913301525
2000-07-12,2.818359375,2.57421875,2.58984375,2.79296875,31772800.0,2.4695301055908203,2.0275473992029824,1.8173495316505432,1.800365011692047,1.7540394748960222
2000-07-13,2.8046875,2.45703125,2.765625,2.568359375,30131200.0,2.2709312438964844,2.0460832595825194,1.831130542755127,1.8017811059951783,1.7578968761572198
2000-07-14,2.59375,2.51171875,2.568359375,2.51953125,9350400.0,2.2277579307556152,2.077513647079468,1.8460513401031493,1.8033612632751466,1.7613773284135041
2000-07-17,2.640625,2.484375,2.55859375,2.578125,12636800.0,2.2795662879943848,2.101575756072998,1.85672385931015,1.8052263593673705,1.765187541351599
2000-07-18,2.58203125,2.4375,2.58203125,2.505859375,9056000.0,2.2156691551208496,2.12356550693512,1.8629063153266907,1.8071087288856507,1.7684757283134183
2000-07-19,2.5234375,2.3359375,2.498046875,2.3359375,9075200.0,2.065425157546997,2.1369205395380657,1.8671200609207153,1.8077736032009124,1.7706275357716326
2000-07-20,2.431640625,2.265625,2.34375,2.265625,11465600.0,2.0032553672790527,2.1377264579137165,1.8712301969528198,1.8082053434848786,1.7723011172932686
2000-07-21,2.3984375,2.25390625,2.296875,2.345703125,6131200.0,2.07405948638916,2.1459006309509276,1.8784488177299499,1.8078081452846526,1.7744565342153822
2000-07-24,2.484375,2.177734375,2.328125,2.18359375,10451200.0,1.9307230710983276,2.1435980161031085,1.8827748084068299,1.8050191259384156,1.7755648075266088
2000-07-25,2.2265625,2.0625,2.21875,2.146484375,8566400.0,1.8979119062423706,2.1414106051127115,1.8863668632507324,1.8024459898471832,1.7764264068133395
2000-07-26,2.203125,2.08984375,2.142578125,2.173828125,13824000.0,1.9220889806747437,2.138877781232198,1.8891990566253662,1.7995965361595154,1.7774450262109716
2000-07-27,2.19140625,2.06640625,2.1796875,2.103515625,8627200.0,1.8599188327789307,2.1281707366307576,1.8887500500679015,1.7954345989227294,1.7780177609788046
2000-07-28,2.283203125,2.1484375,2.1533203125,2.19140625,14857600.0,1.9376312494277954,2.1094046274820966,1.8912368464469909,1.793621312379837,1.7791185436577632
2000-07-31,2.3671875,2.1875,2.2109375,2.31640625,15580800.0,2.0481553077697754,2.0997337182362874,1.8974538373947143,1.79367311835289,1.7809612612201744
2000-08-01,2.80078125,2.33984375,2.3515625,2.716796875,56102400.0,2.40217924118042,2.106986888249715,1.912452347278595,1.797904132604599,1.785187233872965
2000-08-02,2.67578125,2.58203125,2.638671875,2.6328125,30928000.0,2.32792067527771,2.0975462595621743,1.925991587638855,1.8013752901554108,1.7888543517202944
2000-08-03,2.8515625,2.49609375,2.5859375,2.841796875,23772800.0,2.5127031803131104,2.113664388656616,1.94277747631073,1.8077822482585908,1.7937123975497764
2000-08-04,2.76953125,2.654296875,2.767578125,2.71875,21721600.0,2.4039061069488525,2.125407600402832,1.9549697041511536,1.8130666959285735,1.797780355612437
2000-08-07,2.80078125,2.6796875,2.732421875,2.791015625,15142400.0,2.4678027629852295,2.137956698735555,1.9701322650909423,1.8200780880451202,1.8022175900983495
2000-08-08,2.9140625,2.74365234375,2.783203125,2.826171875,24345600.0,2.498887777328491,2.1568379402160645,1.9907519721984863,1.8267958998680114,1.8068009465932846
2000-08-09,2.845703125,2.73095703125,2.84375,2.77734375,16160000.0,2.455714464187622,2.1828572273254396,2.0088503479957582,1.8337382137775422,1.8110422114141627
2000-08-10,2.775390625,2.580078125,2.7734375,2.70703125,12329600.0,2.3935439586639404,2.2088764667510987,2.026499707698822,1.8418030393123628,1.814824690292408
2000-08-11,2.71484375,2.625,2.69140625,2.69921875,12326400.0,2.386636734008789,2.2297149499257407,2.042940216064453,1.8499369466304778,1.8185138002518684
2000-08-14,2.7578125,2.701171875,2.73046875,2.71484375,6140800.0,2.4004523754119873,2.2610302368799844,2.056479458808899,1.8562402927875519,1.822244175733664
2000-08-15,2.78125,2.58203125,2.71875,2.640625,7648000.0,2.3348278999328613,2.2901579697926837,2.0700186896324158,1.8603504145145415,1.8255090402190093
2000-08-16,2.79296875,2.5673828125,2.69140625,2.681640625,11248000.0,2.371093988418579,2.320091636975606,2.083108925819397,1.8646159696578979,1.8289621095114117
2000-08-17,2.875,2.65234375,2.65625,2.822265625,11849600.0,2.495434522628784,2.362459349632263,2.0965445613861085,1.870280352830887,1.8331537599083763
2000-08-18,2.84375,2.728515625,2.82421875,2.8125,10924800.0,2.486799716949463,2.3990705808003745,2.112950534820557,1.8756856954097747,1.837239047139883
2000-08-21,2.998046875,2.771484375,2.826171875,2.970703125,14457600.0,2.626681089401245,2.4376389662424724,2.1287347865104675,1.8835432827472687,1.8421424138620033
2000-08-22,3.28515625,2.904296875,2.970703125,3.279296875,25312000.0,2.89953875541687,2.470796267191569,2.1538445472717287,1.896236320734024,1.8486695517728358
2000-08-23,3.23046875,3.09375,3.220703125,3.13671875,24604800.0,2.773472309112549,2.500499709447225,2.1744642663002014,1.9064598298072815,1.8543431883209323
2000-08-24,3.28125,3.12109375,3.123046875,3.1953125,17635200.0,2.82528018951416,2.521338176727295,2.19632737159729,1.9181166982650757,1.8602635358891837
2000-08-25,3.359375,3.19140625,3.220703125,3.21875,24163200.0,2.846004009246826,2.5508113702138266,2.2176724076271057,1.9302053117752076,1.8662377205761995
2000-08-28,3.236328125,3.052734375,3.2109375,3.05859375,11600000.0,2.7043938636779785,2.5665841102600098,2.235425386428833,1.9400488865375518,1.871286853968379
2000-08-29,3.18701171875,3.0625,3.1171875,3.103515625,19139200.0,2.744114398956299,2.5829325517018638,2.251485970020294,1.9492664539813995,1.8765133662138156
2000-08-30,3.29296875,3.08203125,3.08203125,3.263671875,10979200.0,2.88572359085083,2.611599826812744,2.2677883315086365,1.96062974691391,1.8825205699318932
2000-08-31,3.486328125,3.263671875,3.27734375,3.375,18451200.0,2.984159469604492,2.6509741942087808,2.2876136541366576,1.9733400571346282,1.889039143302737
2000-09-01,3.421875,3.23828125,3.4140625,3.28125,7875200.0,2.901265859603882,2.685282802581787,2.3105129289627073,1.9850832760334014,1.8949934181045083
2000-09-05,3.35546875,3.0703125,3.224609375,3.072265625,20345600.0,2.716482639312744,2.7063514868418377,2.326469888687134,1.996170253753662,1.89979744863789
2000-09-06,3.125,2.8125,3.125,2.83984375,30144000.0,2.510977029800415,2.718094762166341,2.3389729714393614,2.0044595897197723,1.9033508182958114
2000-09-07,3.23046875,2.830078125,2.83203125,3.123046875,37484800.0,2.761383533477783,2.744114065170288,2.356898648738861,2.016789971590042,1.9083105449731639
2000-09-08,3.296875,3.046875,3.15234375,3.1875,13718400.0,2.8183727264404297,2.765643278757731,2.373442771434784,2.0309163761138915,1.9135407873953896
