Date,High,Low,Open,Close,Volume,Adj Close,SLB-15ma,SLB-50ma,SLB-100ma,SLB-200ma
2000-02-10,29.8125,28.75,29.0,29.53125,7112800.0,20.639408111572266,21.498470942179363,21.224422522953578,21.224422522953578,21.224422522953578
2000-02-11,30.09375,29.15625,29.75,29.21875,5045000.0,20.420995712280273,21.322289657592773,21.19671815017174,21.19671815017174,21.19671815017174
2000-02-14,30.25,28.75,29.21875,30.25,4750600.0,21.141742706298828,21.233471298217772,21.194885635375975,21.194885635375975,21.194885635375975
2000-02-15,32.625,30.65625,30.75,32.5,10922200.0,22.714265823364258,21.268416341145834,21.24389789950463,21.24389789950463,21.24389789950463
2000-02-16,33.1875,32.53125,32.90625,33.0,11507000.0,23.0637149810791,21.341218439737954,21.300767183303833,21.300767183303833,21.300767183303833
2000-02-17,33.84375,32.375,32.75,33.4375,10306800.0,23.369487762451172,21.443141810099284,21.363455685702238,21.363455685702238,21.363455685702238
2000-02-18,33.875,32.9375,33.59375,33.25,5774400.0,23.238441467285156,21.594570032755534,21.41860232633703,21.41860232633703,21.41860232633703
2000-02-22,33.375,32.125,32.9375,32.65625,5059000.0,22.888172149658203,21.69789441426595,21.46059003557478,21.46059003557478,21.46059003557478
2000-02-23,32.5625,31.875,32.25,32.25,4034800.0,22.603439331054688,21.71525853474935,21.492335849338108,21.492335849338108,21.492335849338108
2000-02-24,34.34375,32.1875,32.25,34.21875,12022800.0,23.983299255371094,21.881399154663086,21.559659184636295,21.559659184636295,21.559659184636295
2000-02-25,34.625,33.4375,34.125,33.5,7579800.0,23.47954559326172,22.01832415262858,21.610182511179072,21.610182511179072,21.610182511179072
2000-02-28,35.09375,33.28125,33.3125,34.625,7540600.0,24.268033981323242,22.250040562947593,21.678332548875076,21.678332548875076,21.678332548875076
2000-02-29,36.9375,35.15625,35.25,36.9296875,9574600.0,25.883338928222656,22.56177864074707,21.783457708358764,21.783457708358764,21.783457708358764
2000-03-01,41.0625,37.5,37.90625,38.53125,15547800.0,27.0058536529541,22.976016362508137,21.910833219202555,21.910833219202555,21.910833219202555
2000-03-02,42.1875,40.3125,40.5,40.8125,19973800.0,28.604751586914062,23.553632736206055,22.07021222795759,22.07021222795759,22.07021222795759
2000-03-03,40.46875,38.25,40.4375,39.3125,12784000.0,27.55341911315918,24.014566802978514,22.197728667148326,22.197728667148326,22.197728667148326
2000-03-06,39.59375,38.59375,38.875,38.6875,7330800.0,27.11536407470703,24.4608580271403,22.309493108229205,22.309493108229205,22.309493108229205
2000-03-07,42.1875,39.0,39.0,41.09375,10148000.0,28.80186653137207,24.97153294881185,22.453768073187934,22.453768073187934,22.453768073187934
2000-03-08,39.4375,38.03125,38.5,38.53125,9460400.0,27.0058536529541,25.25763880411784,22.552726455356765,22.552726455356765,22.552726455356765
2000-03-09,38.65625,37.15625,38.0,38.3125,7907000.0,26.85253143310547,25.510226567586262,22.64421166764929,22.64421166764929,22.64421166764929
2000-03-10,40.375,38.0625,38.125,38.34375,6666000.0,26.874441146850586,25.743890126546223,22.732341448465984,22.732341448465984,22.732341448465984
2000-03-13,40.21875,37.78125,38.0,38.90625,6680200.0,27.26868438720703,26.01257298787435,22.82491987578723,22.82491987578723,22.82491987578723
2000-03-14,38.84375,37.28125,38.4375,38.125,6117400.0,26.72111701965332,26.268102645874023,22.90284381866455,22.90284381866455,22.90284381866455
2000-03-15,38.09375,36.6875,37.6875,36.9375,5643800.0,25.888818740844727,26.487127939860027,23.03666172027588,22.961392346550436,22.961392346550436
2000-03-16,37.96875,36.09375,36.8125,37.75,8374600.0,26.458295822143555,26.65212771097819,23.187110900878906,23.028640490311844,23.028640490311844
2000-03-17,38.25,37.09375,37.375,37.15625,6825400.0,26.042139053344727,26.822967274983725,23.330110664367677,23.085498953765292,23.085498953765292
2000-03-20,37.1875,34.71875,37.1875,35.125,7996400.0,24.618473052978516,26.84632987976074,23.41886501312256,23.113887363009983,23.113887363009983
2000-03-21,37.09375,35.28125,35.28125,36.0,6822000.0,25.23174476623535,26.802890268961587,23.512459030151366,23.152393861250445,23.152393861250445
2000-03-22,39.3125,36.5,36.625,38.3125,8403800.0,26.85253143310547,26.792668787638345,23.634537658691407,23.218467746462142,23.218467746462142
2000-03-23,39.6875,37.90625,38.75,38.65625,6109800.0,27.09346580505371,26.69191640218099,23.753135375976562,23.286450168542693,23.286450168542693
2000-03-24,40.40625,38.71875,39.75,39.09375,6014600.0,27.400108337402344,26.6816956837972,23.887475852966308,23.3573753093851,23.3573753093851
2000-03-27,40.65625,37.90625,38.625,39.8125,7670200.0,27.903858184814453,26.73426195780436,24.020097389221192,23.43443434117204,23.43443434117204
2000-03-28,40.21875,38.15625,39.125,38.4375,6372400.0,26.940149307250977,26.61014747619629,24.12907657623291,23.492862923940024,23.492862923940024
2000-03-29,40.96875,37.78125,37.84375,40.5625,8049400.0,28.42952537536621,26.705058924357097,24.235518989562987,23.573791816586354,23.573791816586354
2000-03-30,41.9375,38.875,41.375,38.875,6718600.0,27.246784210205078,26.731342442830403,24.320054016113282,23.633033629386656,23.633033629386656
2000-03-31,40.15625,38.25,39.5,38.25,4591600.0,26.808732986450195,26.72696189880371,24.40500102996826,23.683441555689253,23.683441555689253
2000-04-03,40.9375,39.0,39.0,40.59375,5759000.0,28.451438903808594,26.80581219991048,24.512755508422853,23.757941514253616,23.757941514253616
2000-04-04,41.375,38.375,40.5,39.59375,10392000.0,27.750534057617188,26.874440002441407,24.61828582763672,23.81936601492075,23.81936601492075
2000-04-05,39.96875,36.5,39.5,36.875,8733600.0,25.845022201538086,26.871520233154296,24.691384468078613,23.850057775324043,23.850057775324043
2000-04-06,38.09375,36.25,37.46875,37.5,7037800.0,26.283079147338867,26.859839121500652,24.777612380981445,23.886371527145158,23.886371527145158
2000-04-07,39.0,36.71875,37.53125,36.8125,6043000.0,25.801219940185547,26.84377784729004,24.856824035644532,23.914531062631045,23.914531062631045
2000-04-10,36.1875,35.15625,36.0625,35.15625,6623200.0,24.640384674072266,26.845238622029623,24.930291366577148,23.925050680188164,23.925050680188164
2000-04-11,36.625,35.25,35.53125,36.46875,6611200.0,25.560291290283203,26.867141723632812,25.014731063842774,23.94841126033238,23.94841126033238
2000-04-12,37.46875,36.15625,36.75,36.625,6125800.0,25.669797897338867,26.788292821248373,25.081267471313478,23.972656142543737,23.972656142543737
2000-04-13,37.21875,35.875,36.5,35.875,4631400.0,25.144136428833008,26.658337529500326,25.154326400756837,23.988926702075535,23.988926702075535
2000-04-14,37.3125,34.59375,35.6875,35.09375,5751000.0,24.596576690673828,26.471435419718425,25.217744522094726,23.997250674522085,23.997250674522085
2000-04-17,35.1875,33.40625,35.09375,34.15625,5328400.0,23.939502716064453,26.20714505513509,25.280688819885253,23.99647029670509,23.99647029670509
2000-04-18,36.9375,34.75,34.8125,36.9375,6359200.0,25.888818740844727,26.137056350708008,25.37431983947754,24.02170160929362,24.02170160929362
2000-04-19,37.21875,35.8125,36.84375,36.875,4802800.0,25.845022201538086,25.964756139119466,25.47537452697754,24.04569266971789,24.04569266971789
2000-04-20,37.3125,36.65625,37.0,36.78125,5146600.0,25.779312133789062,25.866924667358397,25.592150650024415,24.06820720821232,24.06820720821232
2000-04-24,37.5625,36.625,37.25,37.15625,5022400.0,26.042139053344727,25.81581840515137,25.700205268859865,24.09351402673966,24.09351402673966
2000-04-25,37.875,36.84375,37.46875,37.46875,5275800.0,26.261173248291016,25.66980069478353,25.817008819580078,24.120952751063093,24.120952751063093
2000-04-26,38.8125,36.71875,37.40625,38.65625,6795800.0,27.09346580505371,25.625996144612632,25.936043281555175,24.158109164237977,24.158109164237977
2000-04-27,39.9375,38.0,38.78125,39.3125,7609800.0,27.55341911315918,25.739889272054036,26.032826347351076,24.20002657101478,24.20002657101478
2000-04-28,39.375,38.125,38.8125,38.28125,3429000.0,26.83062744140625,25.77639249165853,26.108164596557618,24.23210706943419,24.23210706943419
2000-05-01,38.3125,36.9375,38.15625,37.5,9229000.0,26.283079147338867,25.808516438802084,26.16643642425537,24.256817576396895,24.256817576396895
2000-05-02,38.875,37.625,37.6875,38.78125,7892200.0,27.181068420410156,25.97789535522461,26.245288963317872,24.291630086444673,24.291630086444673
2000-05-03,38.6875,37.03125,38.28125,37.6875,6925800.0,26.41448974609375,26.03484191894531,26.31581531524658,24.316604905969957,24.316604905969957
2000-05-04,38.625,37.5,37.5,38.0,5382200.0,26.63351058959961,26.099089431762696,26.39641674041748,24.343545669733093,24.343545669733093
2000-05-05,38.96875,37.53125,37.875,38.8125,3227200.0,27.202960968017578,26.236344401041666,26.46080997467041,24.37641251224211,24.37641251224211
2000-05-08,39.6875,37.875,38.6875,38.28125,4600400.0,26.83062744140625,26.385281117757163,26.5278316116333,24.40430131825534,24.40430131825534
2000-05-09,39.21875,37.9375,38.3125,38.84375,4070200.0,27.22488784790039,26.604306793212892,26.586968688964845,24.435993301734495,24.435993301734495
2000-05-10,38.9375,37.5,38.8125,38.4375,4237400.0,26.940149307250977,26.674395497639974,26.60810489654541,24.463817257351344,24.463817257351344
2000-05-11,39.3125,38.25,38.25,39.0625,3292800.0,27.378189086914062,26.776606623331705,26.61555160522461,24.495843321412476,24.495843321412476
2000-05-12,40.46875,38.75,39.46875,40.28125,5167200.0,28.232397079467773,26.940145619710286,26.608104515075684,24.536458036173943,24.536458036173943
2000-05-15,41.78125,39.90625,40.0,41.59375,5640200.0,29.152311325073242,27.14749043782552,26.640082359313965,24.586090867237377,24.586090867237377
2000-05-16,41.65625,40.53125,41.46875,41.40625,5723200.0,29.020889282226562,27.331471506754557,26.678192863464357,24.633269573779817,24.633269573779817
2000-05-17,42.125,40.8125,41.03125,41.5,5177200.0,29.08660316467285,27.464347330729165,26.683887596130372,24.680146769473428,24.680146769473428
2000-05-18,40.65625,39.53125,40.375,40.375,8317400.0,28.29810333251953,27.51399294535319,26.70973258972168,24.717833817005157,24.717833817005157
2000-05-19,40.75,39.40625,40.28125,39.59375,6987600.0,27.750534057617188,27.575320053100587,26.727692642211913,24.7490987679393,24.7490987679393
2000-05-22,39.25,36.625,39.09375,36.78125,6371800.0,25.779312133789062,27.5417355855306,26.705790061950683,24.759611149223485,24.759611149223485
2000-05-23,38.21875,36.5625,36.96875,37.59375,6294200.0,26.34876823425293,27.48624890645345,26.687391738891602,24.775663240991456,24.775663240991456
2000-05-24,37.9375,36.4375,37.6875,37.125,4444000.0,26.020246505737305,27.45996602376302,26.67337432861328,24.788109073638918,24.788109073638918
2000-05-25,37.125,34.625,37.125,37.03125,11573000.0,25.95453643798828,27.414701080322267,26.67468868255615,24.855675201416016,24.799657859424553
2000-05-26,37.59375,35.28125,37.25,35.53125,3754200.0,24.9031982421875,27.26138356526693,26.643586730957033,24.91534881591797,24.800672961216346
2000-05-30,36.625,35.28125,35.78125,35.5,6325600.0,24.881305694580078,27.131428782145182,26.62037006378174,24.975240364074708,24.80145580328784
2000-05-31,37.40625,36.0625,36.4375,36.78125,7982400.0,25.779312133789062,27.035057067871094,26.643586845397948,25.031225929260255,24.810858268004196
2000-06-01,37.15625,35.625,36.78125,36.5625,6380800.0,25.625995635986328,26.947446823120117,26.65147186279297,25.081965446472168,24.818621481032597
2000-06-02,36.6875,34.75,36.46875,34.875,7873400.0,24.443256378173828,26.751784642537434,26.603286361694337,25.118912010192872,24.81508030081695
2000-06-05,36.25,34.53125,36.25,34.53125,6763200.0,24.267744064331055,26.48747444152832,26.546771926879885,25.149953651428223,24.809965008887175
2000-06-06,36.40625,35.125,35.3125,35.8125,7713000.0,25.16817283630371,26.221865208943687,26.50213321685791,25.19480453491211,24.813281748029922
2000-06-07,36.375,35.1875,36.03125,35.9375,5683000.0,25.25602149963379,25.9708740234375,26.449176483154297,25.234636936187744,24.817343580613443
2000-06-08,36.6875,35.65625,35.90625,36.375,4516200.0,25.5634765625,25.735998916625977,26.42164302825928,25.275359802246093,24.824126607721503
2000-06-09,36.5,35.4375,36.5,35.75,4499400.0,25.12424087524414,25.52440808614095,26.355537338256838,25.29552816390991,24.826830339861345
2000-06-12,37.25,36.25,36.25,36.515625,3897400.0,25.662307739257812,25.385192998250325,26.32384780883789,25.321950912475586,24.834289959498815
2000-06-13,37.59375,36.78125,36.9375,37.25,4607000.0,26.178407669067383,25.41179936726888,26.311241302490235,25.35812116622925,24.846184806486146
2000-06-14,38.15625,36.875,37.25,37.125,5216000.0,26.09056854248047,25.394586054484048,26.264023895263673,25.388389701843263,24.857100453293114
2000-06-15,37.3125,36.09375,37.125,36.75,7113400.0,25.82701873779297,25.38170420328776,26.225553588867186,25.421919708251952,24.865534525332244
2000-06-16,37.96875,37.25,37.28125,37.90625,5728800.0,26.639596939086914,25.427374903361002,26.241445083618164,25.46641477584839,24.880828166830128
2000-06-19,37.71875,36.3125,37.59375,36.90625,5023800.0,25.936832427978516,25.496283849080402,26.234520149230956,25.506066265106202,24.88985384427584
2000-06-20,37.125,35.6875,37.03125,37.03125,5971600.0,26.024675369262695,25.572508494059246,26.2389892578125,25.547906646728517,24.899470975843528
2000-06-21,39.75,37.21875,37.96875,38.8125,7738600.0,27.27649688720703,25.672320810953774,26.291711502075195,25.611001434326173,24.919445983502044
2000-06-22,39.0625,36.875,39.0,37.59375,5384400.0,26.419994354248047,25.72525405883789,26.308905563354493,25.661818313598634,24.93195055325826
2000-06-23,38.125,36.78125,37.5625,37.25,4079600.0,26.178407669067383,25.840930811564128,26.319077758789064,25.70017261505127,24.94225185173602
2000-06-26,37.78125,36.59375,37.28125,37.09375,3770000.0,26.068603515625,25.960988108317057,26.337567100524904,25.74594675064087,24.951484242423636
2000-06-27,37.65625,36.5625,37.125,37.625,4911600.0,26.441953659057617,26.045906829833985,26.37447463989258,25.79610958099365,24.963601879957245
2000-06-28,37.59375,36.40625,37.5625,36.53125,3963200.0,25.67328643798828,26.07372449239095,26.409150314331054,25.844919567108153,24.969325142522013
2000-06-29,37.4375,36.375,36.8125,37.03125,3488600.0,26.024675369262695,26.104471079508464,26.411867446899414,25.893093643188475,24.977767944335938
2000-06-30,37.5625,36.09375,37.03125,37.3125,3640000.0,26.22232437133789,26.177676645914712,26.419413490295412,25.947394008636476,24.98764537629627
2000-07-03,37.25,36.71875,37.1875,37.15625,1451400.0,26.112529754638672,26.207691446940103,26.426077842712402,26.00911424636841,24.996502733606054
2000-07-05,36.5,34.9375,36.5,35.0,5633800.0,24.5971622467041,26.102275085449218,26.39717830657959,26.048691787719726,24.99338288605213
2000-07-06,36.34375,35.53125,35.8125,35.875,6730600.0,25.212099075317383,26.043710454305014,26.376196823120118,26.096602821350096,24.99507836038752
2000-07-07,36.09375,35.3125,35.9375,35.65625,4153000.0,25.058353424072266,25.992466100056966,26.335494575500487,26.13576892852783,24.995565091646636
2000-07-10,36.0,34.3125,35.5,34.4375,8763200.0,24.20185089111328,25.829949696858723,26.26846321105957,26.150644779205322,24.989506204619662
2000-07-11,37.59375,35.5,35.5,37.4765625,8150600.0,26.337635040283203,25.856669871012368,26.25860336303711,26.183383979797362,24.99971930185954
2000-07-12,38.0,36.78125,37.46875,36.84375,5816400.0,25.892906188964844,25.847885258992513,26.25079990386963,26.2086181640625,25.00643499274003
2000-07-13,37.3125,36.34375,37.0,37.09375,3248400.0,26.068603515625,25.767359034220377,26.228550605773925,26.236919784545897,25.014361623507828
2000-07-14,37.5,36.34375,36.75,37.40625,2902600.0,26.2882137298584,25.758573659261067,26.22602508544922,26.270920200347902,25.02379756503635
2000-07-17,37.0,36.15625,37.0,36.171875,3060000.0,25.420730590820312,25.708061854044598,26.201769485473633,26.299093112945556,25.026716190225937
2000-07-18,37.875,36.90625,37.125,37.84375,5144600.0,26.595680236816406,25.743200302124023,26.18962387084961,26.32521692276001,25.03816848253682
2000-07-19,38.59375,37.3125,38.125,38.03125,3421000.0,26.727449417114258,25.762233352661134,26.187560310363768,26.357695960998534,25.050409648729406
2000-07-20,38.46875,37.53125,38.15625,37.625,4868800.0,26.441953659057617,25.813477834065754,26.171901626586916,26.37943515777588,25.06042075671738
2000-07-21,37.5,36.3125,37.5,36.65625,3390400.0,25.76114273071289,25.795908991495768,26.14832149505615,26.378213195800782,25.065425913674492
2000-07-24,36.9375,35.0625,36.59375,35.5,5082600.0,24.94855308532715,25.71099090576172,26.099728775024413,26.357640190124513,25.064597028367064
2000-07-25,36.46875,35.03125,36.375,35.28125,3843200.0,24.79482650756836,25.6231440226237,26.030977363586427,26.319540939331056,25.06269723596707
2000-07-26,36.28125,35.1875,35.5,35.65625,5616600.0,25.058353424072266,25.653890101114907,25.949098205566408,26.294590282440186,25.062666859660116
2000-07-27,36.71875,35.96875,36.1875,36.6875,4049600.0,25.783092498779297,25.691956329345704,25.88434226989746,26.28126756668091,25.06766981548733
2000-07-28,37.0625,35.78125,36.75,36.9140625,3910000.0,25.94232177734375,25.750887552897137,25.821456642150878,26.252672119140627,25.073701897982893
2000-07-31,37.21875,36.34375,36.9375,36.9609375,5163400.0,25.97526741027832,25.86911532084147,25.774999923706055,26.24236625671387,25.07987700423149
2000-08-01,37.84375,37.0625,37.1875,37.75,5692000.0,26.529802322387695,25.88192647298177,25.750585289001464,26.23913896560669,25.08974044176997
2000-08-02,39.3125,38.5625,38.71875,39.0,7042000.0,27.408273696899414,25.982950973510743,25.78316452026367,26.244477291107177,25.10540620700733
2000-08-03,39.34375,38.03125,39.25,38.15625,4270000.0,26.815305709838867,26.032731119791666,25.79249526977539,26.239943504333496,25.116882042596803
2000-08-04,39.21875,37.71875,38.3125,38.9140625,4168400.0,27.34786605834961,26.103374608357747,25.819047660827636,26.24621099472046,25.13175526936849
2000-08-07,39.53125,38.40625,38.5,39.0703125,4018000.0,27.457685470581055,26.2391716003418,25.84911064147949,26.26189966201782,25.147158780634797
2000-08-08,39.75,39.03125,39.09375,39.7109375,4126600.0,27.90789794921875,26.32665278116862,25.909204635620117,26.276395683288573,25.16532153832285
2000-08-09,41.125,40.0,40.25,41.125,10249000.0,28.901670455932617,26.471600850423176,25.98961193084717,26.30499099731445,25.1897421194837
2000-08-10,41.0,40.25,40.6875,40.4765625,4784400.0,28.445968627929688,26.60520184834798,26.04294506072998,26.343265953063966,25.21088644746062
2000-08-11,40.46875,39.5,40.46875,39.8125,4015000.0,27.979290008544922,26.753078333536784,26.090010948181153,26.37074140548706,25.228747115596647
2000-08-14,41.0,39.875,40.0,41.0,5805600.0,28.813823699951172,27.010763041178386,26.1774222946167,26.390354328155517,25.251728375752766
2000-08-15,41.34375,40.28125,41.25,41.0625,6431200.0,28.857736587524414,27.281623713175456,26.269222145080565,26.407997035980223,25.274696580923287
2000-08-16,43.1328125,40.75,41.0,43.1328125,10025400.0,30.312711715698242,27.63191426595052,26.372112922668457,26.437123069763185,25.30658275266237
2000-08-17,43.375,42.625,43.0,43.28125,6963800.0,30.417034149169922,27.940843709309895,26.47533317565918,26.46225482940674,25.33872395641399
2000-08-18,43.3125,42.40625,43.3125,42.625,5890600.0,29.955835342407227,28.208411280314127,26.563180351257323,26.4924116897583,25.367580902576446
2000-08-21,43.28125,42.21875,42.78125,42.96875,6026600.0,30.19740867614746,28.489887364705403,26.664643707275392,26.510090522766113,25.397579832847075
2000-08-22,43.46875,42.8125,43.25,43.125,5946600.0,30.30722999572754,28.74171587626139,26.757542152404785,26.54069498062134,25.42788631533399
2000-08-23,44.25,43.40625,43.6875,43.65625,5019600.0,30.68056869506836,28.95986887613932,26.847585372924804,26.57941333770752,25.460111360608433
2000-08-24,43.4375,42.8125,43.4375,43.03125,4283200.0,30.24134635925293,29.18827158610026,26.930600929260255,26.597312412261964,25.48926523255139
2000-08-25,43.0,41.71875,43.0,42.875,5113000.0,30.13153076171875,29.373849232991535,27.01669116973877,26.621122379302978,25.517400175152403
2000-08-28,44.4375,42.34375,42.75,43.9375,4515600.0,30.87822723388672,29.60188535054525,27.101463775634766,26.671454429626465,25.549694314060442
2000-08-29,44.25,42.84375,43.4375,43.1015625,4295800.0,30.290748596191406,29.760742060343425,27.188542098999022,26.71153112411499,25.578083860660026
2000-08-30,43.34375,41.84375,43.03125,42.4609375,4236400.0,29.840518951416016,29.823331960042317,27.26485897064209,26.751924114227293,25.603455498105003
2000-08-31,42.96875,42.03125,42.71875,42.6640625,3911800.0,29.98326873779297,29.925818634033202,27.318994407653808,26.805352954864503,25.629371552777712
2000-09-01,43.34375,42.53125,42.5625,43.1640625,2273600.0,30.401649475097656,30.087309265136717,27.3986275100708,26.853766536712648,25.657443775850183
2000-09-05,43.09375,41.8125,42.8125,42.84375,4661600.0,30.176050186157227,30.178124364217123,27.478580360412597,26.89882905960083,25.683868374740868
2000-09-06,43.84375,42.46875,43.25,43.25,6145200.0,30.46218490600586,30.28508758544922,27.566451988220216,26.952009544372558,25.711649284806363
2000-09-07,42.6875,41.53125,42.5625,41.84375,5047600.0,29.471725463867188,30.22902183532715,27.627047424316405,27.000761032104492,25.733383829193997
2000-09-08,41.375,40.25,41.03125,41.25,5201800.0,29.053525924682617,30.138121287027996,27.694652214050294,27.051901264190676,25.752465105604852
2000-09-11,42.96875,41.625,41.96875,42.625,5363200.0,30.02198600769043,30.14253133138021,27.774598426818848,27.09323293685913,25.776862367902485
2000-09-12,42.96875,41.4375,42.96875,42.34375,7890200.0,29.82388687133789,30.117629877726237,27.846629676818846,27.133021583557127,25.799856825308368
2000-09-13,41.84375,41.34375,41.84375,41.46875,5625000.0,29.207603454589844,30.04432144165039,27.908531150817872,27.167304496765137,25.819109631123517
2000-09-14,42.28125,41.03125,41.5625,41.8828125,5095000.0,29.499223709106445,29.96556510925293,28.00657238006592,27.201875343322754,25.83978442931443
2000-09-15,42.65625,42.0,42.0,42.34375,6191600.0,29.82388687133789,29.93773447672526,28.098808135986328,27.23750247955322,25.86204198485646
2000-09-18,42.625,41.3125,42.375,41.5078125,4971800.0,29.235107421875,29.877972920735676,28.18234321594238,27.258918895721436,25.880781237284342
2000-09-19,41.9375,40.4375,41.625,40.4375,5181200.0,28.481277465820312,29.71817626953125,28.267931747436524,27.268197479248048,25.89514861976244
2000-09-20,42.0,39.375,41.0,39.8125,9586000.0,28.041078567504883,29.568198267618815,28.30200061798096,27.280301990509034,25.906939443651137
2000-09-21,40.53125,38.90625,39.25,40.28125,8329000.0,28.371206283569336,29.47024408976237,28.351566619873047,27.301183261871337,25.920405382667084
2000-09-22,40.96875,39.5,40.3125,39.5859375,5719200.0,27.881479263305664,29.330124791463216,28.38782413482666,27.308187370300292,25.931063392887946
2000-09-25,39.625,38.09375,39.34375,39.4921875,12461800.0,27.815458297729492,29.15771204630534,28.41836902618408,27.322197055816652,25.941249311292495
2000-09-26,39.90625,38.96875,39.6875,39.5,6619400.0,27.820951461791992,29.00070546468099,28.466373443603516,27.334071464538575,25.951355236832814
2000-09-27,40.96875,39.125,39.875,40.78125,5964400.0,28.723369598388672,28.884784444173178,28.50892723083496,27.349275550842286,25.966178843044343
2000-09-28,41.15625,40.25,40.75,40.6953125,6761000.0,28.662839889526367,28.830858739217124,28.547635040283204,27.367597675323488,25.98052278478095
2000-09-29,41.8125,41.09375,41.5,41.15625,4716000.0,28.98750114440918,28.826457087198893,28.598545989990235,27.385223808288575,25.99643272319168
2000-10-02,42.46875,40.875,41.5625,42.46875,4958400.0,29.91192626953125,28.819119771321613,28.6815616607666,27.414941577911378,26.01704058396189
2000-10-03,43.125,42.125,42.5,42.3125,5240000.0,29.801877975463867,28.81765251159668,28.778628158569337,27.439178466796875,26.036856486535196
2000-10-04,41.6875,40.46875,41.5,40.84375,4915200.0,28.767379760742188,28.78830426534017,28.858079223632814,27.44452829360962,26.051077961921692
2000-10-05,41.125,39.875,40.4375,41.0625,4756200.0,28.921463012695312,28.74978688557943,28.935341415405272,27.442219810485838,26.065950423324665
