Date,High,Low,Open,Close,Volume,Adj Close,HSY-15ma,HSY-50ma,HSY-100ma,HSY-200ma
2000-01-26,20.21875,19.625,20.0,20.09375,998200.0,12.731082916259766,13.736895942687989,13.816559567170984,13.816559567170984,13.816559567170984
2000-01-27,20.0625,19.5,20.0625,19.71875,623600.0,12.493488311767578,13.62337875366211,13.743055608537462,13.743055608537462,13.743055608537462
2000-01-28,19.625,18.875,19.625,18.875,1407600.0,11.95889663696289,13.449142773946127,13.64915250477038,13.64915250477038,13.64915250477038
2000-01-31,21.40625,19.21875,19.25,21.25,1982400.0,13.463665008544922,13.372585105895997,13.639878129959106,13.639878129959106,13.639878129959106
2000-02-01,21.25,20.125,21.125,20.28125,1198400.0,12.849879264831543,13.252468363444011,13.602259136381603,13.602259136381603,13.602259136381603
2000-02-02,20.75,20.1875,20.25,20.34375,1300000.0,12.889479637145996,13.154791005452473,13.569860068234531,13.569860068234531,13.569860068234531
2000-02-03,20.90625,20.46875,20.46875,20.6875,975200.0,13.107271194458008,13.078232574462891,13.549747508505117,13.549747508505117,13.549747508505117
2000-02-04,20.9375,20.5,20.8125,20.75,786800.0,13.14687442779541,13.010914421081543,13.532961130142212,13.532961130142212,13.532961130142212
2000-02-07,20.75,20.4375,20.5625,20.5,627800.0,12.988471031188965,12.977914873758952,13.511181526184082,13.511181526184082,13.511181526184082
2000-02-08,21.09375,20.5,20.5,21.09375,887600.0,13.364664077758789,12.960755221048991,13.505546239706186,13.505546239706186,13.505546239706186
2000-02-09,21.15625,20.78125,20.9375,20.875,911200.0,13.226066589355469,12.931715965270996,13.495195141545048,13.495195141545048,13.495195141545048
2000-02-10,21.0625,20.59375,20.75,21.0,1077600.0,13.305265426635742,12.927756055196125,13.488411937441144,13.488411937441144,13.488411937441144
2000-02-11,22.71875,20.9375,21.0,21.375,2209200.0,13.542860984802246,12.959435335795085,13.490289490798425,13.490289490798425,13.490289490798425
2000-02-14,21.5,20.78125,21.375,21.21875,885200.0,13.443865776062012,13.008274332682292,13.488742033640543,13.488742033640543,13.488742033640543
2000-02-15,22.0625,21.125,21.125,21.90625,1211400.0,13.879446983337402,13.09275188446045,13.501345419114635,13.501345419114635,13.501345419114635
2000-02-16,22.59375,21.625,22.125,22.09375,1650000.0,13.998250961303711,13.177229754130046,13.516873717308044,13.516873717308044,13.516873717308044
2000-02-17,22.53125,22.0,22.03125,22.28125,838400.0,14.117050170898438,13.285467211405436,13.53506088256836,13.53506088256836,13.53506088256836
2000-02-18,22.6875,22.25,22.25,22.5625,1215400.0,14.295243263244629,13.441223653157552,13.557419187882367,13.557419187882367,13.557419187882367
2000-02-22,23.625,22.1875,22.46875,23.34375,1636000.0,14.790226936340332,13.52966111501058,13.592642266409738,13.592642266409738,13.592642266409738
2000-02-23,23.6875,22.75,23.0625,23.0625,1850200.0,14.69386100769043,13.652593231201172,13.623231675889757,13.623231675889757,13.623231675889757
2000-02-24,22.65625,21.84375,22.65625,22.375,2772800.0,14.255833625793457,13.743683497111002,13.640329025887155,13.640329025887155,13.640329025887155
2000-02-25,22.65625,22.09375,22.40625,22.5625,1627400.0,14.375292778015137,13.828218269348145,13.659670177258944,13.659670177258944,13.659670177258944
2000-02-28,22.53125,21.96875,22.5,22.0625,1047200.0,14.056730270385742,13.888875325520834,13.669851205287836,13.669851205287836,13.669851205287836
2000-02-29,21.96875,20.9375,21.5,21.96875,2147800.0,13.9970064163208,13.956111017862955,13.678030085563659,13.678030085563659,13.678030085563659
2000-03-01,22.5,21.5,21.96875,22.40625,1485800.0,14.275745391845703,14.016849772135417,13.6926085076681,13.6926085076681,13.6926085076681
2000-03-02,22.3125,21.46875,22.28125,21.84375,850200.0,13.917360305786133,14.06293601989746,13.697959740956625,13.697959740956625,13.697959740956625
2000-03-03,21.71875,21.4375,21.71875,21.5625,828000.0,13.738168716430664,14.091796239217123,13.69889483340951,13.69889483340951,13.69889483340951
2000-03-06,21.375,20.78125,21.25,21.09375,889200.0,13.439513206481934,14.084906387329102,13.692999796433883,13.692999796433883,13.692999796433883
2000-03-07,20.625,19.8125,20.59375,20.0,1308200.0,12.742648124694824,14.038158543904622,13.671880870395237,13.671880870395237,13.671880870395237
2000-03-08,21.5625,19.875,20.0,20.90625,1841600.0,13.320050239562988,14.000865427652995,13.664232378420623,13.664232378420623,13.664232378420623
2000-03-09,20.8125,20.15625,20.21875,20.5625,1652600.0,13.101031303405762,13.941050783793132,13.652249376824562,13.652249376824562,13.652249376824562
2000-03-10,20.5,19.875,20.34375,20.0,1022000.0,12.742648124694824,13.84942398071289,13.633299350738525,13.633299350738525,13.633299350738525
2000-03-13,20.0,19.59375,19.6875,20.0,825800.0,12.742648124694824,13.745917638142904,13.61512279510498,13.61512279510498,13.61512279510498
2000-03-14,20.5625,20.0,20.0,20.46875,1069800.0,13.041301727294922,13.629322624206543,13.603646373748779,13.603646373748779,13.603646373748779
2000-03-15,21.9375,20.3125,20.5,21.875,1606600.0,13.937267303466797,13.578883043924968,13.5885671043396,13.610187960605995,13.610187960605995
2000-03-16,24.15625,22.0,22.0,23.84375,1892200.0,15.191621780395508,13.641268920898437,13.609662685394287,13.640600149448101,13.640600149448101
2000-03-17,23.5,23.0625,23.25,23.0625,1529400.0,14.69386100769043,13.66250680287679,13.61961498260498,13.660472995830032,13.660472995830032
2000-03-20,24.0,23.0625,23.0625,23.5,1459200.0,14.972599029541016,13.723564720153808,13.627618236541748,13.68477162608394,13.68477162608394
2000-03-21,23.625,23.0,23.625,23.46875,707800.0,14.952696800231934,13.78727741241455,13.63443157196045,13.707824811068448,13.707824811068448
2000-03-22,23.25,22.125,23.125,22.53125,1051600.0,14.35538387298584,13.79258664449056,13.62850664138794,13.719388365745544,13.719388365745544
2000-03-23,22.71875,21.90625,22.3125,22.65625,746600.0,14.435030937194824,13.827098019917806,13.630114459991455,13.731943498577987,13.731943498577987
2000-03-24,22.5,21.875,22.40625,22.0,974000.0,14.016907691955566,13.845680618286133,13.625339660644531,13.736856674325876,13.736856674325876
2000-03-27,21.96875,21.5,21.5625,21.59375,736400.0,13.758071899414062,13.866917864481609,13.6173681640625,13.737216254412118,13.737216254412118
2000-03-28,21.78125,20.90625,21.5,21.0,2338600.0,13.379773139953613,13.90939286549886,13.615294342041016,13.731258869171143,13.731258869171143
2000-03-29,23.5,21.09375,21.09375,23.40625,2919000.0,14.912875175476074,14.015581194559733,13.641110668182373,13.750629628290895,13.750629628290895
2000-03-30,24.90625,23.375,23.40625,24.5,1623000.0,15.60973834991455,14.182828330993653,13.680072326660156,13.780615252833213,13.780615252833213
2000-03-31,25.34375,24.375,24.8125,24.375,1573200.0,15.530098915100098,14.368658383687338,13.723381023406983,13.808384834773957,13.808384834773957
2000-04-03,24.4375,23.5,24.25,23.5,1619400.0,14.972599029541016,14.51732177734375,13.761479568481445,13.826575681567192,13.826575681567192
2000-04-04,25.03125,23.625,23.625,24.34375,1582200.0,15.510187149047852,14.681914138793946,13.817457695007324,13.85247739645151,13.85247739645151
2000-04-05,24.8125,23.71875,24.0,24.0,627200.0,15.291172981262207,14.772174517313639,13.871035480499268,13.874275814403187,13.874275814403187
2000-04-06,23.8125,23.375,23.75,23.78125,746200.0,15.151803016662598,14.769519933064778,13.919449882507324,13.893343384586164,13.893343384586164
2000-04-07,23.71875,22.96875,23.625,23.09375,744400.0,14.713775634765625,14.770847574869792,13.963855628967286,13.905408564735861,13.905408564735861
2000-04-10,23.28125,22.90625,23.09375,23.21875,672000.0,14.793414115905762,14.758901913960775,14.020545978546142,13.91827821040499,13.91827821040499
2000-04-11,24.1875,23.1875,23.3125,23.96875,1034800.0,15.271267890930176,14.78013998667399,14.056698036193847,13.937606634412493,13.937606634412493
2000-04-12,25.1875,23.9375,23.96875,24.5625,1346400.0,15.649558067321777,14.866418266296387,14.112691612243653,13.9617186264253,13.9617186264253
2000-04-13,24.6875,24.0,24.6875,24.15625,985600.0,15.390727996826172,14.930131403605143,14.162716579437255,13.981565978791979,13.981565978791979
2000-04-14,24.625,23.21875,24.15625,23.53125,1104800.0,14.992520332336426,14.9951722462972,14.200421562194824,13.99541466856656,13.99541466856656
2000-04-17,23.96875,22.9375,23.59375,23.40625,1290600.0,14.912875175476074,15.072159131368002,14.235741577148438,14.007812783524797,14.007812783524797
2000-04-18,23.59375,23.0625,23.4375,23.28125,503200.0,14.833233833312988,15.169056510925293,14.272636833190917,14.018818397521972,14.018818397521972
2000-04-19,24.25,23.21875,23.375,23.78125,1016000.0,15.151803016662598,15.184985033671062,14.308379611968995,14.033726089879087,14.033726089879087
2000-04-20,24.1875,23.625,23.75,23.84375,539800.0,15.191621780395508,15.157110595703125,14.347690715789795,14.048763696249429,14.048763696249429
2000-04-24,25.21875,23.5,23.5,24.5625,1721400.0,15.649558067321777,15.16507453918457,14.394576568603515,14.069286701006767,14.069286701006767
2000-04-25,24.96875,23.78125,24.0,24.5625,861400.0,15.649558067321777,15.210205141703288,14.436710510253906,14.089290136023413,14.089290136023413
2000-04-26,24.4375,23.5625,24.4375,23.8125,1187800.0,15.171712875366211,15.187640190124512,14.47126745223999,14.102820420265198,14.102820420265198
2000-04-27,23.84375,23.3125,23.6875,23.53125,924800.0,14.992520332336426,15.167730013529459,14.49352891921997,14.113804369796942,14.113804369796942
2000-04-28,23.375,22.5,23.375,22.75,1145800.0,14.494757652282715,15.123926989237468,14.50345905303955,14.118450141534574,14.118450141534574
2000-05-01,22.9375,22.5,22.6875,22.65625,646400.0,14.435030937194824,15.105344009399413,14.509818668365478,14.122264367988311,14.122264367988311
2000-05-02,23.15625,22.5,22.65625,22.9375,753600.0,14.614215850830078,15.093397458394369,14.516198120117188,14.128120933260236,14.128120933260236
2000-05-03,24.375,23.4375,23.625,23.53125,1131200.0,14.992520332336426,15.074814287821452,14.520243988037109,14.138290337955251,14.138290337955251
2000-05-04,24.0625,23.265625,23.65625,23.625,658800.0,15.052250862121582,15.034993807474772,14.527411785125732,14.148917785910673,14.148917785910673
2000-05-05,23.9375,23.0625,23.53125,23.1875,475800.0,14.773506164550781,14.993845685323079,14.53776523590088,14.156096962676651,14.156096962676651
2000-05-08,24.3125,23.03125,23.09375,24.125,744200.0,15.37081241607666,15.01906515757243,14.557675628662109,14.169900547374379,14.169900547374379
2000-05-09,24.5,24.0,24.03125,24.34375,530400.0,15.510187149047852,15.058885955810547,14.586744766235352,14.184959947393182,14.184959947393182
2000-05-10,25.125,24.21875,24.21875,25.0,1012200.0,15.928308486938477,15.131890932718912,14.625370807647705,14.204330486721462,14.204330486721462
2000-05-11,25.28125,24.71875,24.75,25.0,659400.0,15.928308486938477,15.183657964070639,14.65842206954956,14.22327529991066,14.22327529991066
2000-05-12,25.15625,24.53125,24.90625,24.6875,891600.0,15.72920036315918,15.219496536254884,14.69465887069702,14.239644050598145,14.239644050598145
2000-05-15,25.96875,24.84375,24.875,25.78125,1414200.0,16.426063537597656,15.271263567606608,14.74841676712036,14.263153937555128,14.263153937555128
2000-05-16,25.96875,25.25,25.875,25.6875,564400.0,16.36634063720703,15.319049072265624,14.806953315734864,14.28552826414717,14.28552826414717
2000-05-17,25.5625,24.8125,25.5625,25.125,396800.0,16.007944107055664,15.374797821044922,14.87225923538208,14.303658957230418,14.303658957230418
2000-05-18,25.5625,24.8125,25.0625,25.34375,346000.0,16.147321701049805,15.451784578959147,14.928804664611816,14.322863777478537,14.322863777478537
2000-05-19,25.5,24.8125,25.21875,24.90625,554600.0,15.86857795715332,15.543372599283854,14.984155597686767,14.338798975207142,14.338798975207142
2000-05-22,25.5625,24.53125,24.65625,25.46875,655800.0,16.226959228515625,15.662834485371908,15.053841819763184,14.358065916567433,14.358065916567433
2000-05-23,25.96875,25.1875,25.40625,25.9375,681200.0,16.610408782958984,15.795914014180502,15.131197032928467,14.380816854611792,14.380816854611792
2000-05-24,26.71875,25.875,25.875,26.53125,909800.0,16.990642547607422,15.929122161865234,15.210183849334717,14.406915111541748,14.406915111541748
2000-05-25,26.65625,26.09375,26.46875,26.625,900200.0,17.050682067871094,16.062350908915203,15.272452144622802,14.430509624481202,14.433091022000454
2000-05-26,27.90625,26.84375,26.96875,27.5,1544200.0,17.611038208007812,16.25151971181234,15.320840473175048,14.465251579284669,14.464247366961311
2000-05-30,27.46875,26.46875,27.46875,26.90625,1374600.0,17.23079490661621,16.375518544514975,15.371579151153565,14.495597066879272,14.49110705181233
2000-05-31,27.09375,25.65625,27.09375,25.9375,1136000.0,16.610408782958984,16.448866653442384,15.404335346221924,14.515976791381837,14.511484953073355
2000-06-01,26.1875,25.4375,26.125,25.6875,930200.0,16.450305938720703,16.483666483561198,15.4342875289917,14.534359550476074,14.529949914841424
2000-06-02,26.0625,25.0,26.0625,25.03125,1091200.0,16.03003692626953,16.4904483795166,15.467780590057373,14.548143615722656,14.54410167910018
2000-06-05,25.625,24.5,25.125,24.59375,920600.0,15.749862670898438,16.49182586669922,15.494077224731445,14.562095842361451,14.555370473416053
2000-06-06,25.53125,24.5,24.625,25.40625,773200.0,16.270187377929688,16.481434122721353,15.539142818450928,14.582241239547729,14.571248407717105
2000-06-07,26.34375,25.21875,25.21875,26.0625,998000.0,16.690458297729492,16.503041966756186,15.597790546417237,14.607579355239869,14.590690700286025
2000-06-08,26.4375,25.40625,26.4375,26.1875,778400.0,16.770503997802734,16.55387929280599,15.665605163574218,14.640449752807617,14.610507184808904
2000-06-09,26.21875,25.71875,26.1875,25.90625,449600.0,16.59039878845215,16.58341776529948,15.69915563583374,14.670133152008056,14.628344046102988
2000-06-12,26.3125,25.75,25.90625,25.78125,396800.0,16.510334014892578,16.626201502482097,15.7171675491333,14.698619937896728,14.64514752796718
2000-06-13,26.40625,25.75,25.875,26.28125,726000.0,16.830541610717773,16.66644032796224,15.743176403045654,14.73327871322632,14.664487298610991
2000-06-14,26.65625,26.09375,26.34375,26.625,639200.0,17.050682067871094,16.695791880289715,15.784738063812256,14.77310881614685,14.685418831674676
2000-06-15,27.09375,26.625,26.65625,26.65625,533800.0,17.07068634033203,16.70112813313802,15.815948047637939,14.816702871322631,14.706160288271697
2000-06-16,26.59375,25.8125,26.21875,25.84375,720800.0,16.550355911254883,16.667773056030274,15.841131706237793,14.856083593368531,14.722058526400861
2000-06-19,26.125,25.4375,25.8125,26.03125,1094800.0,16.670442581176758,16.6050666809082,15.871504497528075,14.8954771900177,14.738711381569887
2000-06-20,26.0625,25.25,26.03125,25.28125,827000.0,16.190134048461914,16.535689290364584,15.901031665802002,14.932443647384643,14.751011573662192
2000-06-21,25.09375,24.21875,25.0,24.8125,1905600.0,15.889951705932617,16.487658818562824,15.92296241760254,14.971754198074342,14.760582499143457
2000-06-22,24.5625,24.28125,24.5,24.40625,1101800.0,15.629789352416992,16.432957712809245,15.930132846832276,14.993415441513061,14.767825889587403
2000-06-23,24.875,23.59375,23.8125,24.84375,1232800.0,15.909968376159668,16.42495314280192,15.935341053009033,15.024016332626342,14.777265083691306
2000-06-26,25.34375,24.75,24.78125,25.0,686600.0,16.01003074645996,16.44229768117269,15.94772710800171,15.055221843719483,14.787369720271377
2000-06-27,25.5625,25.0,25.09375,25.4375,612000.0,16.29020118713379,16.44363193511963,15.973680725097656,15.08705114364624,14.799587862278388
2000-06-28,25.34375,24.65625,25.21875,25.1171875,595400.0,16.08506965637207,16.403272692362467,15.997124614715576,15.116433095932006,14.809954650940433
2000-06-29,24.65625,24.15625,24.5,24.34375,864400.0,15.589764595031738,16.324556732177733,16.01225522994995,15.142446031570435,14.816193130493165
2000-06-30,24.40625,24.0625,24.34375,24.25,1048200.0,15.529728889465332,16.253845405578613,16.019813747406005,15.1640966796875,14.821856112707229
2000-07-03,24.46875,23.9375,24.375,24.0625,398800.0,15.409660339355469,16.180467160542808,16.024174518585205,15.1859326171875,14.826484492444617
2000-07-05,24.28125,23.6875,23.6875,24.09375,1161400.0,15.42966079711914,16.087075106302898,16.01977657318115,15.207176570892335,14.831196807324886
2000-07-06,23.625,22.53125,23.5625,22.9375,2405800.0,14.689193725585938,15.929642550150554,16.000569286346437,15.218639898300172,14.83009600824164
2000-07-07,23.1875,22.4375,22.6875,23.15625,960600.0,14.829285621643066,15.780215835571289,15.993720741271973,15.232494096755982,14.830089774498573
2000-07-10,22.96875,22.40625,22.84375,22.65625,760000.0,14.5090913772583,15.64413153330485,15.98405216217041,15.23879054069519,14.82763940505399
2000-07-11,22.6875,22.21875,22.375,22.6875,818600.0,14.529097557067871,15.501375198364258,15.984738960266114,15.244099006652831,14.82537772438743
2000-07-12,22.59375,22.125,22.5625,22.25,483800.0,14.248924255371094,15.371961212158203,15.981016826629638,15.245417747497559,14.821043487778283
2000-07-13,22.5625,22.25,22.25,22.53125,514400.0,14.429034233093262,15.274566713968913,15.977313194274902,15.246755657196045,14.818118045579142
2000-07-14,22.625,22.3125,22.4375,22.375,593800.0,14.328971862792969,15.187845547993978,15.964042224884032,15.24214310646057,14.814494740521466
2000-07-17,22.375,21.71875,22.375,21.90625,544400.0,14.028783798217773,15.062433242797852,15.943572883605958,15.235492334365844,14.808717454180998
2000-07-18,22.4375,21.84375,21.90625,22.375,611800.0,14.328971862792969,14.950362650553386,15.934682197570801,15.23622371673584,14.805215661543128
2000-07-19,22.90625,22.375,22.4375,22.59375,851400.0,14.469061851501465,14.82895336151123,15.916647186279297,15.237161407470703,14.802779764368914
2000-07-20,22.875,22.21875,22.625,22.25,515200.0,14.248924255371094,14.706543668111165,15.891421928405762,15.239083347320557,14.798795192361736
2000-07-21,22.25,21.5625,22.125,21.5625,557000.0,13.808650016784668,14.587802696228028,15.849028759002685,15.237199783325195,14.791722726821899
2000-07-24,21.78125,21.25,21.4375,21.59375,847200.0,13.828657150268555,14.47439791361491,15.807035732269288,15.232728900909423,14.784892474505918
2000-07-25,22.6875,21.65625,21.65625,22.09375,852200.0,14.148859977722168,14.390344556172689,15.775428924560547,15.235043897628785,14.780413372415891
2000-07-26,23.96875,22.1875,22.1875,23.25,2485800.0,14.889318466186523,14.354321734110515,15.744694023132324,15.246555395126343,14.781174946498204
2000-07-27,23.71875,22.75,23.25,22.875,1052600.0,14.649181365966797,14.351654243469238,15.71035083770752,15.25865207672119,14.78025832441118
2000-07-28,23.4375,22.78125,22.9375,23.28125,698400.0,14.909337043762207,14.356991004943847,15.688378696441651,15.280318965911865,14.78114852247567
2000-07-31,23.4375,22.9375,23.28125,23.125,1323600.0,14.809279441833496,14.377003542582194,15.661617851257324,15.29521125793457,14.781341200005519
2000-08-01,23.34375,23.0,23.03125,23.125,684800.0,14.809279441833496,14.395682334899902,15.640431880950928,15.312293739318848,14.781531256072375
2000-08-02,23.28125,22.78125,23.15625,23.125,948600.0,14.809279441833496,14.433039347330729,15.612078285217285,15.332960052490234,14.781718743814004
2000-08-03,23.46875,23.03125,23.21875,23.1875,589400.0,14.849300384521484,14.461057090759278,15.576856117248536,15.3540265750885,14.782172311872444
2000-08-04,23.53125,23.0,23.25,23.4375,665800.0,15.0093994140625,14.506418927510579,15.537231254577637,15.373707551956176,14.783687159220378
2000-08-07,23.4375,22.75,23.375,23.375,600200.0,14.969367027282715,14.56912447611491,15.49560495376587,15.384028549194335,14.78491682722079
2000-08-08,23.21875,22.84375,23.15625,23.21875,487400.0,14.86931037902832,14.605147043863932,15.440770397186279,15.380805435180664,14.785472047956366
2000-08-09,23.15625,22.625,23.09375,23.0625,488400.0,14.769246101379395,14.625159327189127,15.391539421081543,15.381559286117554,14.785365996017955
2000-08-10,23.90625,23.125,23.125,23.5,697400.0,15.049415588378906,14.678525416056315,15.360319557189941,15.382327451705933,14.787080603760558
2000-08-11,23.875,23.15625,23.625,23.34375,541800.0,14.949357986450195,14.754572614034016,15.33030059814453,15.382294063568116,14.78812755461662
2000-08-14,23.375,23.0,23.28125,23.15625,476600.0,14.829285621643066,14.821281178792317,15.306285572052001,15.387033081054687,14.78839138837961
2000-08-15,23.46875,23.0625,23.125,23.09375,375400.0,14.789264678955078,14.86397482554118,15.287073612213135,15.39057541847229,14.788396950739964
2000-08-16,23.0625,22.59375,23.03125,22.71875,850600.0,14.549118041992188,14.841294797261556,15.252652225494385,15.395897521972657,14.786882527266876
2000-08-17,22.9375,22.59375,22.59375,22.71875,465000.0,14.549118041992188,14.834623908996582,15.209825420379639,15.403807983398437,14.785387153145653
2000-08-18,22.71875,22.21875,22.6875,22.25,1261600.0,14.248924255371094,14.790596389770508,15.159393825531005,15.412499494552613,14.78203426003456
2000-08-21,22.625,22.15625,22.25,22.5,1003400.0,14.409025192260742,14.763912773132324,15.115766353607178,15.40746099472046,14.779717433526649
2000-08-22,22.5625,22.09375,22.53125,22.28125,579800.0,14.268933296203613,14.727889696756998,15.070938339233399,15.39405294418335,14.776564445024656
2000-08-23,22.46875,22.03125,22.125,22.4375,444000.0,14.459855079650879,14.704594739278157,15.02352460861206,15.383350505828858,14.774621442783099
2000-08-24,22.46875,22.1875,22.375,22.21875,535200.0,14.318881034851074,14.66923344930013,14.96888858795166,15.376813325881958,14.771842537856683
2000-08-25,22.4375,21.875,22.1875,21.875,1104800.0,14.097349166870117,14.608430099487304,14.909421844482422,15.362684946060181,14.767754699244644
2000-08-28,22.34375,21.90625,21.96875,22.0625,1537600.0,14.218182563781738,14.558351135253906,14.862778377532958,15.351955041885375,14.764444023729807
2000-08-29,22.21875,21.90625,22.09375,22.0,626200.0,14.17790699005127,14.51225757598877,14.812927665710449,15.342216081619263,14.760931825923349
2000-08-30,22.09375,21.5625,22.09375,21.5625,893800.0,13.895960807800293,14.45403855641683,14.767044200897217,15.33403793334961,14.755783188910712
2000-08-31,21.5625,21.125,21.5625,21.34375,692200.0,13.754989624023438,14.367743492126465,14.724344959259033,15.323653688430786,14.749861333497178
2000-09-01,21.5,20.78125,21.5,21.21875,1724200.0,13.674426078796387,14.282748031616212,14.685237693786622,15.307685270309449,14.743535243763644
2000-09-05,21.3125,20.78125,21.1875,21.0625,1802800.0,13.57374095916748,14.199045054117839,14.638513145446778,15.286927099227904,14.736694341514543
2000-09-06,22.5625,21.1875,21.3125,22.21875,1343200.0,14.318881034851074,14.167686144510904,14.6046901512146,15.276208629608155,14.734265194382779
2000-09-07,22.59375,22.03125,22.21875,22.375,920400.0,14.419576644897461,14.159050051371256,14.567277660369873,15.270479192733765,14.732446185426216
2000-09-08,22.5,22.125,22.28125,22.40625,539400.0,14.439713478088379,14.151756413777669,14.534370536804198,15.265747575759887,14.730763813544964
2000-09-11,22.59375,22.0625,22.59375,22.09375,426400.0,14.238327026367188,14.151049931844076,14.507341785430908,15.25979850769043,14.727949889046805
2000-09-12,22.625,22.0,22.0625,22.5625,537800.0,14.5404052734375,14.159808603922526,14.487555313110352,15.253684530258178,14.726884294639934
2000-09-13,22.65625,22.25,22.375,22.625,584800.0,14.580689430236816,14.180592346191407,14.470975894927978,15.247575206756592,14.726058334954041
2000-09-14,22.96875,22.53125,22.59375,22.8125,1408800.0,14.701525688171387,14.196703720092774,14.456413192749023,15.238094882965088,14.725920511095712
2000-09-15,23.46875,22.8125,22.8125,23.40625,1349200.0,15.084158897399902,14.247722244262695,14.464312496185302,15.232440891265869,14.727921842862774
2000-09-18,24.46875,23.71875,24.4375,24.0625,2006400.0,15.507097244262695,14.3417054494222,14.477868728637695,15.235794734954833,14.732250595092774
2000-09-19,24.3125,23.9375,24.0,24.28125,1200800.0,15.648062705993652,14.437030792236328,14.500648155212403,15.242350158691407,14.737310330512114
2000-09-20,24.5625,23.75,24.21875,24.5625,1137400.0,15.829307556152344,14.547124163309734,14.526652355194091,15.255695657730103,14.74331031526838
2000-09-21,25.09375,24.46875,24.46875,24.875,1109200.0,16.030710220336914,14.689440790812174,14.562288074493408,15.271652450561524,14.750345287427225
2000-09-22,26.03125,24.90625,24.96875,25.46875,1029400.0,16.4133358001709,14.866663869222005,14.60197410583496,15.289643650054932,14.75938327934431
2000-09-25,25.375,24.625,25.34375,24.71875,899600.0,15.930011749267578,15.017036247253419,14.633994903564453,15.299018564224243,14.765711000803355
2000-09-26,25.25,24.65625,24.65625,25.0625,901000.0,16.151533126831055,15.18888905843099,14.676449890136718,15.310011386871338,14.773161657394901
2000-09-27,26.375,25.125,25.25,26.09375,1275200.0,16.816120147705078,15.35537166595459,14.726192855834961,15.33043752670288,14.78408656910779
2000-09-28,27.1875,26.28125,26.3125,26.75,1491800.0,17.239046096801758,15.543336296081543,14.781592540740967,15.349119863510133,14.797144864467864
2000-09-29,27.34375,26.71875,26.78125,27.0625,1210200.0,17.440439224243164,15.74338467915853,14.845422840118408,15.368422384262084,14.81113054891112
2000-10-02,26.875,25.75,26.84375,26.25,1028000.0,16.916820526123047,15.921950912475586,14.907586250305176,15.37830750465393,14.822213127738552
2000-10-03,26.21875,25.40625,26.1875,25.4375,1679200.0,16.393199920654297,16.04547055562337,14.95887710571289,15.382956418991089,14.830438189481566
2000-10-04,25.8125,25.3125,25.5,25.8125,1375400.0,16.63486671447754,16.182415707906088,15.008597240447997,15.392013082504272,14.83983625471592
2000-10-05,26.4375,25.90625,26.0,26.1875,569000.0,16.87654685974121,16.327417119344076,15.048341808319092,15.396517915725708,14.85038915940517
2000-10-06,26.625,26.125,26.25,26.375,628800.0,16.99738311767578,16.4549654006958,15.095305843353271,15.402828340530396,14.861456138571514
2000-10-09,26.875,26.3125,26.3125,26.8125,587000.0,17.279327392578125,16.573114077250164,15.14270565032959,15.41554217338562,14.87385547833565
