Date,High,Low,Open,Close,Volume,Adj Close,GPN-15ma,GPN-50ma,GPN-100ma,GPN-200ma
2001-03-27,4.612500190734863,4.53249979019165,4.599999904632568,4.587500095367432,435200.0,4.414568901062012,4.335981051127116,4.436437540054321,4.436437540054321,4.436437540054321
2001-03-28,4.599999904632568,4.462500095367432,4.574999809265137,4.462500095367432,420800.0,4.294281005859375,4.317697366078694,4.450150361061096,4.433650157030891,4.433650157030891
2001-03-29,4.449999809265137,4.324999809265137,4.449999809265137,4.324999809265137,535200.0,4.1619648933410645,4.293639723459879,4.461216859817505,4.428425440421472,4.428425440421472
2001-03-30,4.625,4.324999809265137,4.324999809265137,4.625,1308800.0,4.45065450668335,4.2891488393147785,4.470839891433716,4.428844856766035,4.428844856766035
2001-04-02,4.599999904632568,4.425000190734863,4.599999904632568,4.449999809265137,685600.0,4.282252311706543,4.274714183807373,4.474087715148926,4.426130180005674,4.426130180005674
2001-04-03,4.5,4.362500190734863,4.449999809265137,4.5,192800.0,4.330366611480713,4.267496871948242,4.47288480758667,4.424389024214311,4.424389024214311
2001-04-04,4.5,4.4375,4.462500095367432,4.497499942779541,606000.0,4.327962398529053,4.268940385182699,4.469228038787842,4.422667120184217,4.422667120184217
2001-04-05,4.53000020980835,4.482500076293945,4.5,4.53000020980835,629200.0,4.359236717224121,4.280006853739421,4.468602533340454,4.421554306097198,4.421554306097198
2001-04-06,4.735000133514404,4.5,4.517499923706055,4.712500095367432,476000.0,4.534857749938965,4.3040645281473795,4.469083671569824,4.423507813749643,4.423507813749643
2001-04-09,4.739999771118164,4.612500190734863,4.715000152587891,4.652500152587891,113600.0,4.477118492126465,4.32667859395345,4.469612951278687,4.424416469315351,4.424416469315351
2001-04-10,4.775000095367432,4.677499771118164,4.677499771118164,4.762499809265137,954400.0,4.582971572875977,4.3579534212748205,4.471296939849854,4.427059054374695,4.427059054374695
2001-04-11,5.224999904632568,4.875,4.875,5.224999904632568,1570000.0,5.028040409088135,4.426116784413655,4.482363510131836,4.4369112077306525,4.4369112077306525
2001-04-12,5.587500095367432,5.167500019073486,5.167500019073486,5.587500095367432,689200.0,5.3768720626831055,4.498289521535238,4.499684934616089,4.452071866681499,4.452071866681499
2001-04-16,5.574999809265137,5.364999771118164,5.574999809265137,5.375,368000.0,5.172384262084961,4.549612426757813,4.502571811676026,4.463505396767268,4.463505396767268
2001-04-17,5.4375,5.264999866485596,5.349999904632568,5.375,581200.0,5.172384262084961,4.597727743784587,4.505795536041259,4.474581629037857,4.474581629037857
2001-04-18,5.352499961853027,5.25,5.25,5.320000171661377,285200.0,5.119457244873047,4.644720300038656,4.512098655700684,4.484502792358398,4.484502792358398
2001-04-19,5.320000171661377,5.162499904632568,5.295000076293945,5.309999942779541,121600.0,5.109835147857666,4.699090576171875,4.519267873764038,4.4939775250174785,4.4939775250174785
2001-04-20,5.449999809265137,5.237500190734863,5.349999904632568,5.25,1139600.0,5.052095890045166,4.758432642618815,4.52407940864563,4.502307649868638,4.502307649868638
2001-04-23,5.275000095367432,5.212500095367432,5.275000095367432,5.224999904632568,946400.0,5.028040409088135,4.796925036112468,4.53081561088562,4.510039013974807,4.510039013974807
2001-04-24,5.232500076293945,5.1875,5.21999979019165,5.224999904632568,626000.0,5.028040409088135,4.846644242604573,4.536348934173584,4.517546280570652,4.517546280570652
2001-04-25,5.287499904632568,5.224999904632568,5.224999904632568,5.262499809265137,326000.0,5.06412410736084,4.895561408996582,4.544769124984741,4.525354535239083,4.525354535239083
2001-04-26,5.287499904632568,5.227499961853027,5.264999866485596,5.244999885559082,469200.0,5.047284126281738,4.943516190846761,4.553093032836914,4.532705656239684,4.532705656239684
2001-04-27,5.252500057220459,5.230000019073486,5.247499942779541,5.25,549200.0,5.052095890045166,4.989706802368164,4.5623311519622805,4.539919409486982,4.539919409486982
2001-04-30,5.400000095367432,5.1875,5.199999809265137,5.287499904632568,946800.0,5.088179111480713,5.026594893137614,4.576043920516968,4.547429816363609,4.547429816363609
2001-05-01,6.09499979019165,5.287499904632568,5.287499904632568,5.965000152587891,889200.0,5.74014139175415,5.11079641977946,4.603902578353882,4.563547540355373,4.563547540355373
2001-05-02,6.237500190734863,5.800000190734863,6.0,6.114999771118164,547600.0,5.884487152099609,5.197564125061035,4.634551906585694,4.581160068511963,4.581160068511963
2001-05-03,6.099999904632568,5.949999809265137,6.074999809265137,6.0,289200.0,5.7738213539123535,5.247282854715983,4.663036098480225,4.596852980161968,4.596852980161968
2001-05-04,6.050000190734863,5.949999809265137,5.962500095367432,5.994999885559082,521600.0,5.769011974334717,5.273425515492757,4.691664628982544,4.612075824242134,4.612075824242134
2001-05-07,6.125,6.025000095367432,6.025000095367432,6.097499847412109,176000.0,5.86764669418335,5.319776344299316,4.720245037078858,4.6281728866772776,4.6281728866772776
2001-05-08,6.292500019073486,6.125,6.125,6.292500019073486,920000.0,6.055298328399658,5.37863728205363,4.749932136535644,4.646237765686421,4.646237765686421
2001-05-09,6.275000095367432,6.0625,6.275000095367432,6.0625,213200.0,5.833966255187988,5.426271216074626,4.775673751831055,4.661084371805191,4.661084371805191
2001-05-10,6.037499904632568,5.922500133514404,6.012499809265137,5.922500133514404,161600.0,5.699243068695068,5.465565077463785,4.79823974609375,4.673901145840868,4.673901145840868
2001-05-11,5.947500228881836,5.75,5.947500228881836,5.752500057220459,71600.0,5.535653114318848,5.497802225748698,4.818977365493774,4.684410316188161,4.684410316188161
2001-05-14,6.025000095367432,5.632500171661377,5.787499904632568,6.017499923706055,136400.0,5.790661811828613,5.548643652598063,4.844526510238648,4.6977386474609375,4.6977386474609375
2001-05-15,6.247499942779541,6.037499904632568,6.037499904632568,6.175000190734863,244800.0,5.952116966247559,5.610248756408692,4.872101860046387,4.712671722684588,4.712671722684588
2001-05-16,6.300000190734863,6.125,6.162499904632568,6.262499809265137,309600.0,6.036458969116211,5.675071080525716,4.9023744487762455,4.728245690289666,4.728245690289666
2001-05-17,6.550000190734863,6.28000020980835,6.28000020980835,6.525000095367432,278800.0,6.289483547210693,5.757884375254313,4.936793394088745,4.746399618858515,4.746399618858515
2001-05-18,6.550000190734863,6.492499828338623,6.5,6.5,119600.0,6.26538610458374,5.838770389556885,4.971644525527954,4.763859233636966,4.763859233636966
2001-05-21,6.574999809265137,6.425000190734863,6.474999904632568,6.574999809265137,113600.0,6.337678909301758,5.922070376078287,5.008037748336792,4.781743548133156,4.781743548133156
2001-05-22,6.925000190734863,6.557499885559082,6.625,6.625,606800.0,6.385873794555664,5.965119202931722,5.045779781341553,4.799767483486218,4.799767483486218
2001-05-23,6.625,6.462500095367432,6.612500190734863,6.474999904632568,323200.0,6.241288661956787,5.988905970255534,5.081833028793335,4.815784385469224,4.815784385469224
2001-05-24,6.474999904632568,6.162499904632568,6.474999904632568,6.275000095367432,375200.0,6.048509120941162,6.007218488057455,5.116677017211914,4.829330811133752,4.829330811133752
2001-05-25,6.349999904632568,6.275000095367432,6.275000095367432,6.349999904632568,251600.0,6.120800495147705,6.030671056111654,5.155228233337402,4.843368525090425,4.843368525090425
2001-05-29,6.4375,6.324999809265137,6.337500095367432,6.362500190734863,271200.0,6.13284969329834,6.048351256052653,5.194405374526977,4.857233913995886,4.857233913995886
2001-05-30,6.5,6.362500190734863,6.362500190734863,6.489999771118164,334000.0,6.255747318267822,6.0617145220438635,5.236762170791626,4.872111716168992,4.872111716168992
2001-05-31,6.675000190734863,6.5,6.5,6.574999809265137,350400.0,6.337678909301758,6.095295365651449,5.2812387657165525,4.8875387392546,4.8875387392546
2001-06-01,6.599999904632568,6.502500057220459,6.574999809265137,6.512499809265137,77200.0,6.277437210083008,6.133841641743978,5.3266757106781,4.902016848325729,4.902016848325729
2001-06-04,6.699999809265137,6.537499904632568,6.537499904632568,6.699999809265137,92800.0,6.458166599273682,6.195342540740967,5.369953422546387,4.918059629263337,4.918059629263337
2001-06-05,6.800000190734863,6.650000095367432,6.800000190734863,6.775000095367432,513600.0,6.530462741851807,6.244662602742513,5.412511863708496,4.934512722248933,4.934512722248933
2001-06-06,6.809999942779541,6.727499961853027,6.762499809265137,6.777500152587891,279200.0,6.532872676849365,6.283379650115966,5.454156227111817,4.950657772295402,4.950657772295402
2001-06-07,6.925000190734863,6.75,6.752500057220459,6.880000114440918,400000.0,6.631669998168945,6.323060385386149,5.498498249053955,4.967467894554138,4.967467894554138
2001-06-08,6.862500190734863,6.824999809265137,6.849999904632568,6.837500095367432,111600.0,6.590706825256348,6.34314193725586,5.544426765441894,4.997288563251495,4.983539567135348
2001-06-11,6.837500095367432,6.724999904632568,6.832499980926514,6.737500190734863,267200.0,6.494315147399902,6.358403873443604,5.591073770523071,5.026145315170288,4.99835109243206
2001-06-12,6.875,6.712500095367432,6.724999904632568,6.849999904632568,351600.0,6.60275411605835,6.376075553894043,5.634115762710572,5.052477827072144,5.013927820816781
2001-06-13,7.074999809265137,6.857500076293945,6.862500190734863,6.9375,111600.0,6.6870951652526855,6.396156978607178,5.682212619781494,5.07815016746521,5.030015968359434
2001-06-14,6.974999904632568,6.824999809265137,6.940000057220459,6.862500190734863,155600.0,6.614802837371826,6.421057923634847,5.727901344299316,5.100393075942993,5.0451091766357425
2001-06-15,6.875,6.747499942779541,6.824999809265137,6.775000095367432,436000.0,6.530462741851807,6.45318816502889,5.771951351165772,5.120589694976807,5.059121946118912
2001-06-18,6.925000190734863,6.775000095367432,6.824999809265137,6.849999904632568,177600.0,6.60275411605835,6.485318406422933,5.816821699142456,5.142712116241455,5.073548414996851
2001-06-19,6.862500190734863,6.762499809265137,6.849999904632568,6.775000095367432,145200.0,6.530462741851807,6.511825942993164,5.856733798980713,5.162908735275269,5.08703836246773
2001-06-20,6.90500020980835,6.775000095367432,6.775000095367432,6.900000095367432,306400.0,6.650951385498047,6.538172880808513,5.900210456848145,5.184911704063415,5.1013861883670915
2001-06-21,7.150000095367432,6.897500038146973,6.897500038146973,6.942500114440918,946400.0,6.691915035247803,6.5617886225382485,5.942389326095581,5.206843132972717,5.115845541520552
2001-06-22,7.017499923706055,6.949999809265137,7.017499923706055,6.987500190734863,276800.0,6.735291004180908,6.592312208811442,5.976534337997436,5.229448924064636,5.130435140283258
2001-06-25,7.164999961853027,7.002500057220459,7.002500057220459,7.150000095367432,233600.0,6.891927242279053,6.6212295850118,6.006835441589356,5.253260188102722,5.146162748336792
2001-06-26,7.275000095367432,7.125,7.125,7.237500190734863,731200.0,6.9762678146362305,6.6509499231974285,6.042913112640381,5.272742462158203,5.162358368392539
2001-06-27,7.307499885559082,7.192500114440918,7.262499809265137,7.262499809265137,396400.0,7.000365734100342,6.68211612701416,6.079472742080688,5.292634139060974,5.178481240021555
2001-06-28,7.5,7.324999809265137,7.324999809265137,7.462500095367432,433600.0,7.193146705627441,6.7195479075113935,6.120946531295776,5.31652259349823,5.196000070157258
2001-06-29,7.525000095367432,7.462500095367432,7.487500190734863,7.525000095367432,523200.0,7.253391742706299,6.763726902008057,6.163817663192749,5.341542768478393,5.21373620526544
2001-07-02,7.662499904632568,7.487500190734863,7.525000095367432,7.662499904632568,410000.0,7.38592529296875,6.823167578379313,6.2104942512512205,5.3672868299484255,5.2323019239637585
2001-07-03,7.8125,7.599999904632568,7.637499809265137,7.787499904632568,197200.0,7.506415367126465,6.883411661783854,6.260061750411987,5.3954386806488035,5.2515740717871715
2001-07-05,8.072500228881836,7.787499904632568,7.787499904632568,7.962500095367432,460400.0,7.675098896026611,6.949278577168783,6.3130029201507565,5.424675927162171,5.271939826612713
2001-07-06,7.974999904632568,7.699999809265137,7.949999809265137,7.702499866485596,181200.0,7.424482345581055,7.003257211049398,6.3602100849151615,5.452489604949951,5.289877680937449
2001-07-09,7.712500095367432,7.474999904632568,7.702499866485596,7.5,556400.0,7.229292392730713,7.049845854441325,6.40385025024414,5.478471641540527,5.305905901696071
2001-07-10,7.5,7.099999904632568,7.5,7.099999904632568,346800.0,6.843728065490723,7.065910784403483,6.4396828937530515,5.501007022857666,5.318511001399306
2001-07-11,7.150000095367432,7.025000095367432,7.099999904632568,7.099999904632568,250800.0,6.843728065490723,7.086795139312744,6.474793872833252,5.525418896675109,5.330911140131756
2001-07-12,7.275000095367432,7.025000095367432,7.099999904632568,7.242499828338623,349600.0,6.981084823608398,7.108804035186767,6.499612741470337,5.551757659912109,5.344218992417859
2001-07-13,7.324999809265137,7.224999904632568,7.242499828338623,7.3125,151200.0,7.04856014251709,7.132580375671386,6.522894201278686,5.57872305393219,5.357853721618652
2001-07-16,7.3125,7.150000095367432,7.300000190734863,7.162499904632568,93200.0,6.903973579406738,7.143825880686442,6.5454972457885745,5.6042666721344,5.37012451414078
2001-07-17,7.262499809265137,7.162499904632568,7.1875,7.224999904632568,190000.0,6.96422004699707,7.148645401000977,6.569401407241822,5.630533018112183,5.382676447470357
2001-07-18,7.224999904632568,6.875,7.224999904632568,6.900000095367432,139200.0,6.650951385498047,7.126957639058431,6.5850675010681154,5.6526562690734865,5.392584845423698
2001-07-19,7.837500095367432,7.502500057220459,7.625,7.800000190734863,2679600.0,7.5184645652771,7.161497561136882,6.614330825805664,5.6821314811706545,5.4090645331745
2001-07-20,8.8125,7.837500095367432,7.837500095367432,8.774999618530273,3266800.0,8.458268165588379,7.245838991800944,6.666816864013672,5.721245307922363,5.43251994573153
2001-07-23,8.6875,8.225000381469727,8.5,8.524999618530273,1524000.0,8.217292785644531,7.31009906133016,6.717177858352661,5.757708802223205,5.453777753669797
2001-07-24,8.637499809265137,8.462499618530273,8.637499809265137,8.4975004196167,934800.0,8.190789222717285,7.3637566566467285,6.77028058052063,5.794628973007202,5.474512689041369
2001-07-25,8.4975004196167,8.300000190734863,8.4975004196167,8.425000190734863,184800.0,8.12091064453125,7.404723008473714,6.8168855571746825,5.830706033706665,5.494410418030014
2001-07-26,8.5,8.287500381469727,8.425000190734863,8.494999885559082,294000.0,8.188379287719727,7.438941701253255,6.861610803604126,5.8668563318252565,5.5145146633262065
2001-07-27,8.4975004196167,8.40999984741211,8.482500076293945,8.467499732971191,732000.0,8.161870002746582,7.488100878397623,6.904119024276733,5.903246736526489,5.5341247028774685
2001-07-30,8.484999656677246,8.199999809265137,8.467499732971191,8.237500190734863,501200.0,7.940176010131836,7.535493119557699,6.937132873535156,5.93696313381195,5.55181625660728
2001-07-31,8.300000190734863,8.0625,8.237500190734863,8.074999809265137,347200.0,7.783538818359375,7.598147169748942,6.967495927810669,5.969570226669312,5.5681062023134995
2001-08-01,8.25,8.069999694824219,8.069999694824219,8.212499618530273,368400.0,7.916077136993408,7.6696371078491214,6.999063892364502,6.003550820350647,5.585120484448861
2001-08-02,8.279999732971191,8.175000190734863,8.212499618530273,8.175000190734863,421200.0,7.879929065704346,7.7295600573221845,7.028944997787476,6.037362389564514,5.601629898702498
2001-08-03,8.112500190734863,7.962500095367432,8.112500190734863,7.987500190734863,507600.0,7.699197769165039,7.772935899098714,7.05810317993164,6.069968104362488,5.616612526348659
2001-08-06,8.087499618530273,7.9375,7.974999904632568,7.9375,564800.0,7.651003837585449,7.822737916310628,7.090153074264526,6.10341504573822,5.631040833520551
2001-08-07,8.0,7.862500190734863,7.9375,7.987500190734863,190400.0,7.699197769165039,7.8717364311218265,7.121721019744873,6.138474626541138,5.645605318982836
2001-08-08,8.0,7.900000095367432,7.987500190734863,7.900000095367432,264800.0,7.614853858947754,7.935996596018473,7.151361103057861,6.172883238792419,5.65937628779378
2001-08-09,8.0,7.800000190734863,7.887499809265137,8.0,348400.0,7.711243629455566,7.948848533630371,7.180471029281616,6.208616600036621,5.67362536655532
2001-08-10,8.237500190734863,8.0,8.0,8.234999656677246,366400.0,7.937763690948486,7.914148235321045,7.212472724914551,6.2468557453155515,5.689240113620101
2001-08-13,8.75,8.237500190734863,8.237500190734863,8.574999809265137,1308000.0,8.265490531921387,7.917361418406169,7.252233791351318,6.289454751014709,5.706885664430383
2001-08-14,8.962499618530273,8.524999618530273,8.524999618530273,8.887499809265137,746000.0,8.5667142868042,7.942423089345296,7.294404745101929,6.332179083824157,5.726340280909117
2001-08-15,9.324999809265137,8.737500190734863,8.912500381469727,8.774999618530273,1165600.0,8.467796325683594,7.965548801422119,7.3331514167785645,6.37283164024353,5.744863632562998
2001-08-16,8.787500381469727,8.654999732971191,8.774999618530273,8.75,306800.0,8.443672180175781,7.982568327585856,7.371367406845093,6.412761816978454,5.762976441607379
2001-08-17,8.800000190734863,8.717499732971191,8.774999618530273,8.725000381469727,667600.0,8.419550895690918,7.999747053782145,7.4071250247955325,6.452811636924744,5.780686937967936
2001-08-20,8.9399995803833,8.725000381469727,8.725000381469727,8.800000190734863,315200.0,8.491925239562988,8.036530335744223,7.445149393081665,6.49478807926178,5.798642158508301
2001-08-21,8.725000381469727,8.53499984741211,8.725000381469727,8.550000190734863,638800.0,8.250675201416016,8.067672761281331,7.480276594161987,6.535675182342529,5.81477395484322
2001-08-22,8.824999809265137,8.579999923706055,8.579999923706055,8.800000190734863,309200.0,8.491925239562988,8.10606263478597,7.51806001663208,6.576087889671325,5.832271675658382
2001-08-23,8.875,8.550000190734863,8.787500381469727,8.574999809265137,356800.0,8.274802207946777,8.132387510935466,7.549814157485962,6.6160133886337285,5.848132263530385
2001-08-24,8.6875,8.557499885559082,8.574999809265137,8.662500381469727,189200.0,8.359238624572754,8.176390234629313,7.584702873229981,6.656302108764648,5.864332949730658
2001-08-27,8.699999809265137,8.649999618530273,8.662500381469727,8.649999618530273,161200.0,8.34717845916748,8.222801876068115,7.621037187576294,6.6964942693710325,5.880248626073201
2001-08-28,8.6875,8.3125,8.647500038146973,8.3125,242000.0,8.021490097045898,8.244288031260172,7.649411907196045,6.73311680316925,5.893887106780034
2001-08-29,8.512499809265137,8.047499656677246,8.3125,8.425000190734863,306000.0,8.130056381225586,8.278634866078695,7.681403779983521,6.769068789482117,5.908040076871462
2001-08-30,8.600000381469727,8.305000305175781,8.412500381469727,8.5625,229600.0,8.262735366821289,8.315400981903077,7.713639459609985,6.8069249582290645,5.922849481210768
2001-08-31,8.9375,8.550000190734863,8.550000190734863,8.887499809265137,451600.0,8.57636547088623,8.357974433898926,7.751328468322754,6.8468588972091675,5.939433956146241
2001-09-04,9.25,8.892499923706055,8.9375,8.912500381469727,513600.0,8.600486755371094,8.38030751546224,7.788632383346558,6.8825833606719975,5.955962234402295
2001-09-05,8.925000190734863,8.475000381469727,8.925000190734863,8.475000381469727,286400.0,8.178299903869629,8.3544132232666,7.814359836578369,6.910597639083862,5.96968036816444
2001-09-06,8.612500190734863,7.425000190734863,8.462499618530273,7.75,1967200.0,7.478682994842529,8.288472334543863,7.824408140182495,6.933660626411438,5.978938052990685
2001-09-07,7.625,7.309999942779541,7.5,7.5,1041200.0,7.237438678741455,8.208056767781576,7.8291495990753175,6.954311170578003,5.986611837294044
2001-09-10,7.364999771118164,7.137499809265137,7.349999904632568,7.237500190734863,315600.0,6.98412561416626,8.112361749013266,7.824969177246094,6.972957854270935,5.9926573753356935
2001-09-17,6.75,6.050000190734863,6.75,6.212500095367432,782400.0,5.9950103759765625,7.945900758107503,7.799801549911499,6.981809606552124,5.99267155003835
2001-09-18,6.512499809265137,6.0625,6.162499904632568,6.4375,2638400.0,6.212133407592773,7.809997971852621,7.776325712203979,6.9934099817276,5.993985692897956
2001-09-19,6.650000095367432,6.037499904632568,6.5,6.150000095367432,559600.0,5.934696674346924,7.639516067504883,7.744891338348388,7.002476544380188,5.993632782073248
2001-09-20,6.150000095367432,5.775000095367432,6.150000095367432,5.852499961853027,423600.0,5.647612571716309,7.464370091756185,7.704341611862183,7.00867226600647,5.991585325207231
2001-09-21,6.1875,5.525000095367432,5.637499809265137,5.762499809265137,972000.0,5.560763835906982,7.277805105845133,7.667067241668701,7.013638663291931,5.989051081152523
2001-09-24,6.199999809265137,5.8125,5.900000095367432,6.112500190734863,926400.0,5.898512363433838,7.11456069946289,7.640451641082763,7.022150945663452,5.988521614967034
